group,name,kind,x_mm,y_center_mm,z_mm,length_or_diameter_mm,width_mm,height_mm,confidence,notes
chassis,left_hand_drive_steering_box,box,535,-515,610,245,175,230,L2 service datum,left-hand-drive steering box on left frame rail
chassis,steering_box_left_frame_mount_plate,box,500,-445,600,295,28,260,L2 bracket reference,steering box mounting plate on left rail
running_gear,pitman_arm_left_hand_drive,cylinder_z,675,-555,565,62,250,,L2 service datum,pitman arm below LHD steering box
running_gear,front_drag_link_left_hand_drive,cylinder_x,875,-555,505,34,620,,L2 routing reference,drag link from LHD steering box toward front axle
running_gear,front_tie_rod,cylinder_y,735,0,505,32,1420,,L2 routing reference,front axle tie rod across knuckles
running_gear,steering_damper,cylinder_x,905,-350,480,58,520,,L2 service datum,front steering damper package
running_gear,front_left_steering_knuckle_arm,box,855,-690,475,150,58,60,L2 service datum,left steering knuckle arm
running_gear,front_right_steering_knuckle_arm,box,855,690,475,150,58,60,L2 service datum,right steering knuckle arm
running_gear,front_left_brake_backing_plate,cylinder_y,735,-750,395,365,55,,L2 service datum,brake backing plate at hub
running_gear,front_right_brake_backing_plate,cylinder_y,735,750,395,365,55,,L2 service datum,brake backing plate at hub
running_gear,front_left_leaf_spring_layer_1,box,215,-430.0,305,935,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_left_leaf_spring_layer_2,box,215,-430.0,323,820,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_left_leaf_spring_layer_3,box,215,-430.0,341,705,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_left_u_bolt_1,cylinder_z,670,-430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,front_left_u_bolt_2,cylinder_z,800,-430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,front_right_leaf_spring_layer_1,box,215,430.0,305,935,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_right_leaf_spring_layer_2,box,215,430.0,323,820,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_right_leaf_spring_layer_3,box,215,430.0,341,705,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,front_right_u_bolt_1,cylinder_z,670,430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,front_right_u_bolt_2,cylinder_z,800,430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,rear_left_brake_backing_plate,cylinder_y,3020,-750,395,365,55,,L2 service datum,brake backing plate at hub
running_gear,rear_right_brake_backing_plate,cylinder_y,3020,750,395,365,55,,L2 service datum,brake backing plate at hub
running_gear,rear_left_leaf_spring_layer_1,box,2500,-430.0,305,935,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_left_leaf_spring_layer_2,box,2500,-430.0,323,820,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_left_leaf_spring_layer_3,box,2500,-430.0,341,705,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_left_u_bolt_1,cylinder_z,2955,-430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,rear_left_u_bolt_2,cylinder_z,3085,-430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,rear_right_leaf_spring_layer_1,box,2500,430.0,305,935,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_right_leaf_spring_layer_2,box,2500,430.0,323,820,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_right_leaf_spring_layer_3,box,2500,430.0,341,705,78,14,L2 visible-detail primitive,stacked leaf spring layer
running_gear,rear_right_u_bolt_1,cylinder_z,2955,430.0,405,24,210,,L2 service datum,axle U-bolt reference
running_gear,rear_right_u_bolt_2,cylinder_z,3085,430.0,405,24,210,,L2 service datum,axle U-bolt reference
brake_system,front_left_vented_disc_rotor,cylinder_y,735,-738.0,395,405,42,,project-photo evidence,front disc rotor visible in 2026-05-29 front brake photo set; exact diameter/thickness still needs measurement
brake_system,front_left_sumitomo_disc_caliper_body,box,827,-760.0,477,140,94,225,project-photo evidence,large Sumitomo-style front caliper body from 20260529_183947_gp_lSYuESVg and related photos
brake_system,front_left_disc_caliper_bridge,box,781,-787.0,583,92,68,52,project-photo evidence,caliper upper bridge/ear envelope from May 29 brake photos
brake_system,front_left_caliper_bleeder_screw,cylinder_y,857,-824.0,617,18,42,,project-photo evidence,visible bleeder/pipe fitting on front caliper; service datum only
brake_system,front_left_flex_hose_to_caliper,cylinder_y,820,-652.0,580,22,245,,project-photo evidence,front flexible brake hose route to caliper from May 29 brake photos
brake_system,front_right_vented_disc_rotor,cylinder_y,735,738.0,395,405,42,,project-photo evidence,front disc rotor visible in 2026-05-29 front brake photo set; exact diameter/thickness still needs measurement
brake_system,front_right_sumitomo_disc_caliper_body,box,827,760.0,477,140,94,225,project-photo evidence,large Sumitomo-style front caliper body from 20260529_183947_gp_lSYuESVg and related photos
brake_system,front_right_disc_caliper_bridge,box,781,787.0,583,92,68,52,project-photo evidence,caliper upper bridge/ear envelope from May 29 brake photos
brake_system,front_right_caliper_bleeder_screw,cylinder_y,857,824.0,617,18,42,,project-photo evidence,visible bleeder/pipe fitting on front caliper; service datum only
brake_system,front_right_flex_hose_to_caliper,cylinder_y,820,652.0,580,22,245,,project-photo evidence,front flexible brake hose route to caliper from May 29 brake photos
running_gear,front_left_outer_rim_ring,cylinder_y,735,-845,395,455,34,,L2 visible-detail primitive,outer wheel rim ring
running_gear,front_left_inner_rim_shadow,cylinder_y,735,-855,395,315,22,,L2 visible-detail primitive,dark rim recess
running_gear,front_left_valve_stem,cylinder_y,865,-870,540,22,50,,L2 visible-detail primitive,tire valve stem
running_gear,front_left_lug_nut_1,cylinder_y,827.0,-877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_lug_nut_2,cylinder_y,781.0,-877,474.6743371481683,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_lug_nut_3,cylinder_y,689.0,-877,474.6743371481684,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_lug_nut_4,cylinder_y,643.0,-877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_lug_nut_5,cylinder_y,689.0,-877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_lug_nut_6,cylinder_y,781.0,-877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_left_mud_terrain_sidewall_lettering_panel,box,925,-899,103,165,18,34,project-photo evidence,raised mud-terrain tire sidewall lettering from project photos; exact tire make/size still needs measurement
running_gear,front_right_outer_rim_ring,cylinder_y,735,845,395,455,34,,L2 visible-detail primitive,outer wheel rim ring
running_gear,front_right_inner_rim_shadow,cylinder_y,735,855,395,315,22,,L2 visible-detail primitive,dark rim recess
running_gear,front_right_valve_stem,cylinder_y,865,870,540,22,50,,L2 visible-detail primitive,tire valve stem
running_gear,front_right_lug_nut_1,cylinder_y,827.0,877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_lug_nut_2,cylinder_y,781.0,877,474.6743371481683,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_lug_nut_3,cylinder_y,689.0,877,474.6743371481684,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_lug_nut_4,cylinder_y,643.0,877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_lug_nut_5,cylinder_y,689.0,877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_lug_nut_6,cylinder_y,781.0,877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,front_right_mud_terrain_sidewall_lettering_panel,box,925,899,103,165,18,34,project-photo evidence,raised mud-terrain tire sidewall lettering from project photos; exact tire make/size still needs measurement
running_gear,rear_left_outer_rim_ring,cylinder_y,3020,-845,395,455,34,,L2 visible-detail primitive,outer wheel rim ring
running_gear,rear_left_inner_rim_shadow,cylinder_y,3020,-855,395,315,22,,L2 visible-detail primitive,dark rim recess
running_gear,rear_left_valve_stem,cylinder_y,3150,-870,540,22,50,,L2 visible-detail primitive,tire valve stem
running_gear,rear_left_lug_nut_1,cylinder_y,3112.0,-877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_lug_nut_2,cylinder_y,3066.0,-877,474.6743371481683,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_lug_nut_3,cylinder_y,2974.0,-877,474.6743371481684,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_lug_nut_4,cylinder_y,2928.0,-877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_lug_nut_5,cylinder_y,2974.0,-877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_lug_nut_6,cylinder_y,3066.0,-877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_left_mud_terrain_sidewall_lettering_panel,box,3210,-899,103,165,18,34,project-photo evidence,raised mud-terrain tire sidewall lettering from project photos; exact tire make/size still needs measurement
running_gear,rear_right_outer_rim_ring,cylinder_y,3020,845,395,455,34,,L2 visible-detail primitive,outer wheel rim ring
running_gear,rear_right_inner_rim_shadow,cylinder_y,3020,855,395,315,22,,L2 visible-detail primitive,dark rim recess
running_gear,rear_right_valve_stem,cylinder_y,3150,870,540,22,50,,L2 visible-detail primitive,tire valve stem
running_gear,rear_right_lug_nut_1,cylinder_y,3112.0,877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_lug_nut_2,cylinder_y,3066.0,877,474.6743371481683,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_lug_nut_3,cylinder_y,2974.0,877,474.6743371481684,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_lug_nut_4,cylinder_y,2928.0,877,395.0,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_lug_nut_5,cylinder_y,2974.0,877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_lug_nut_6,cylinder_y,3066.0,877,315.3256628518317,32,36,,L2 service datum,six-lug wheel nut datum
running_gear,rear_right_mud_terrain_sidewall_lettering_panel,box,3210,899,103,165,18,34,project-photo evidence,raised mud-terrain tire sidewall lettering from project photos; exact tire make/size still needs measurement
brake_system,front_hard_line_left_frame_run,cylinder_x,1180,-338,575,18,1650,,L2 routing reference,front brake hard-line run along left rail
brake_system,rear_hard_line_left_frame_run,cylinder_x,2320,-338,575,18,1500,,L2 routing reference,rear brake hard-line run along left rail
brake_system,rear_axle_brake_line,cylinder_y,3020,0,520,18,1280,,L2 routing reference,rear axle brake hard-line across axle
brake_system,parking_brake_front_cable,cylinder_x,1630,-145,545,22,650,,L2 routing reference,parking-brake front cable
brake_system,parking_brake_equalizer_bar,box,2295,0,548,175,46,24,L3 specific item reference,rear parking-brake cable equalizer hardware
brake_system,parking_brake_equalizer_pivot_pin,cylinder_y,2380,0,548,26,120,,L3 specific item reference,equalizer pivot pin datum
brake_system,left_rear_parking_brake_cable,cylinder_x,2685,-360.0,535,22,760,,L3 specific item reference,rear parking-brake cable branch
brake_system,left_parking_brake_clevis,box,3035,-520.0,548,66,32,34,L3 specific item reference,parking-brake clevis at rear brake arm
brake_system,left_parking_brake_return_spring,cylinder_x,2945,-520.0,602,34,170,,L3 specific item reference,parking-brake return spring envelope
brake_system,left_parking_brake_cable_clip_1,box,2485,-430.0,545,38,30,34,L3 specific item reference,parking-brake cable frame clip
brake_system,left_parking_brake_cable_clip_2,box,2805,-470.0,545,38,30,34,L3 specific item reference,parking-brake cable axle clip
brake_system,right_rear_parking_brake_cable,cylinder_x,2685,360.0,535,22,760,,L3 specific item reference,rear parking-brake cable branch
brake_system,right_parking_brake_clevis,box,3035,520.0,548,66,32,34,L3 specific item reference,parking-brake clevis at rear brake arm
brake_system,right_parking_brake_return_spring,cylinder_x,2945,520.0,602,34,170,,L3 specific item reference,parking-brake return spring envelope
brake_system,right_parking_brake_cable_clip_1,box,2485,430.0,545,38,30,34,L3 specific item reference,parking-brake cable frame clip
brake_system,right_parking_brake_cable_clip_2,box,2805,470.0,545,38,30,34,L3 specific item reference,parking-brake cable axle clip
body,transmission_tunnel,box,1250,0,660,1100,360,235,L2 visible-detail primitive,central transmission tunnel envelope
body,rear_load_floor,box,2060,0,690,1180,1230,42,L2 visible-detail primitive,rear load floor sheet
body,rear_floor_longitudinal_rib_1,box,2050,-420,740,1230,38,42,L2 panel rib reference,pressed rear floor longitudinal rib
body,rear_floor_longitudinal_rib_2,box,2050,-210,740,1230,38,42,L2 panel rib reference,pressed rear floor longitudinal rib
body,rear_floor_longitudinal_rib_3,box,2050,0,740,1230,38,42,L2 panel rib reference,pressed rear floor longitudinal rib
body,rear_floor_longitudinal_rib_4,box,2050,210,740,1230,38,42,L2 panel rib reference,pressed rear floor longitudinal rib
body,rear_floor_longitudinal_rib_5,box,2050,420,740,1230,38,42,L2 panel rib reference,pressed rear floor longitudinal rib
body,floor_cross_pressing_1,box,980,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,floor_cross_pressing_2,box,1280,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,floor_cross_pressing_3,box,1730,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,floor_cross_pressing_4,box,2140,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,floor_cross_pressing_5,box,2570,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,floor_cross_pressing_6,box,3020,0,735,42,1260,34,L2 panel rib reference,floor cross pressing
body,left_front_wheel_arch_shadow,box,365,-735.0,745,740,34,405,L2 visual aperture reference,front wheel arch opening shadow
body,left_rear_wheel_arch_shadow,box,2690,-735.0,745,690,34,410,L2 visual aperture reference,rear wheel arch opening shadow
body,left_rear_inner_wheel_tub,box,2655,-505.0,755,750,280,385,L2 panel reference,rear inner wheel tub envelope
body,left_tub_top_capping,box,1960,-805.0,1322,1530,105,58,L2 panel reference,rear tub top capping rail
body,left_door_outer_skin_lower_pressing,box,1235,-790.0,845,725,34,105,L2 panel rib reference,door lower pressed panel line
body,left_door_vertical_shut_gap_front,box,1130,-824.0,780,18,28,780,L2 aperture reference,door front shut gap
body,left_door_vertical_shut_gap_rear,box,1940,-824.0,780,18,28,780,L2 aperture reference,door rear shut gap
body,left_mirror_arm,box,1210,-884.0,1240,210,26,32,L2 visible-detail primitive,door mirror arm
body,left_door_mirror_head,box,1405,-930.0,1195,135,42,110,L2 visible-detail primitive,door mirror head
body,left_fuel_or_body_plug_reference,cylinder_y,2935,-812.0,1065,115,28,,L2 visible-detail primitive,round side body plug/filler datum to verify
body,right_front_wheel_arch_shadow,box,365,735.0,745,740,34,405,L2 visual aperture reference,front wheel arch opening shadow
body,right_rear_wheel_arch_shadow,box,2690,735.0,745,690,34,410,L2 visual aperture reference,rear wheel arch opening shadow
body,right_rear_inner_wheel_tub,box,2655,505.0,755,750,280,385,L2 panel reference,rear inner wheel tub envelope
body,right_tub_top_capping,box,1960,805.0,1322,1530,105,58,L2 panel reference,rear tub top capping rail
body,right_door_outer_skin_lower_pressing,box,1235,790.0,845,725,34,105,L2 panel rib reference,door lower pressed panel line
body,right_door_vertical_shut_gap_front,box,1130,824.0,780,18,28,780,L2 aperture reference,door front shut gap
body,right_door_vertical_shut_gap_rear,box,1940,824.0,780,18,28,780,L2 aperture reference,door rear shut gap
body,right_mirror_arm,box,1210,884.0,1240,210,26,32,L2 visible-detail primitive,door mirror arm
body,right_door_mirror_head,box,1405,930.0,1195,135,42,110,L2 visible-detail primitive,door mirror head
body,right_fuel_or_body_plug_reference,cylinder_y,2935,812.0,1065,115,28,,L2 visible-detail primitive,round side body plug/filler datum to verify
body,tailgate_hinge_or_chain_anchor_1,cylinder_x,3450,-610,800,54,42,,L2 tailgate reference,tailgate hinge/chain anchor datum
body,tailgate_hinge_or_chain_anchor_2,cylinder_x,3450,-430,1185,54,42,,L2 tailgate reference,tailgate hinge/chain anchor datum
body,tailgate_hinge_or_chain_anchor_3,cylinder_x,3450,430,1185,54,42,,L2 tailgate reference,tailgate hinge/chain anchor datum
body,tailgate_hinge_or_chain_anchor_4,cylinder_x,3450,610,800,54,42,,L2 tailgate reference,tailgate hinge/chain anchor datum
body,tailgate_lower_pressed_panel,box,3438,0,800,38,1190,135,L2 panel rib reference,tailgate lower pressing
body,tailgate_upper_pressed_panel,box,3438,0,1115,38,1190,120,L2 panel rib reference,tailgate upper pressing
body,rear_spare_tire,cylinder_x,3605,0,1020,720,230,,L2 visible-detail primitive,rear-mounted spare tire
body,rear_spare_wheel_rim,cylinder_x,3615,0,1020,385,245,,L2 visible-detail primitive,rear spare rim
body,spare_wheel_carrier_vertical,box,3520,0,800,55,72,580,L2 bracket reference,spare wheel carrier vertical support
body,spare_wheel_carrier_crossbar,box,3515,0,1015,55,560,55,L2 bracket reference,spare wheel carrier crossbar
body,left_rear_tail_lamp,cylinder_x,3470,-675,930,98,38,,L2 visible-detail primitive,rear tail lamp
body,right_rear_tail_lamp,cylinder_x,3470,675,930,98,38,,L2 visible-detail primitive,rear tail lamp
body,rear_license_plate,box,3505,0,695,24,360,170,L2 visible-detail primitive,rear licence plate envelope
body,rear_license_plate_bsn453_1_B_top,box,3522,-107.5,727.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_mid,box,3522,-107.5,695.0,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_bottom,box,3522,-107.5,662.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_ul,box,3522,-121.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_ll,box,3522,-121.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_ur,box,3522,-94.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_1_B_lr,box,3522,-94.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_2_S_top,box,3522,-64.5,727.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_2_S_mid,box,3522,-64.5,695.0,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_2_S_bottom,box,3522,-64.5,662.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_2_S_ul,box,3522,-78.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_2_S_lr,box,3522,-51.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_3_N_ul,box,3522,-35.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_3_N_ll,box,3522,-35.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_3_N_ur,box,3522,-8.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_3_N_lr,box,3522,-8.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_3_N_center,box,3522,-21.5,695.0,8,7.0,72.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_4_4_ul,box,3522,8.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_4_4_ur,box,3522,35.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_4_4_mid,box,3522,21.5,695.0,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_4_4_lr,box,3522,35.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_5_5_top,box,3522,64.5,727.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_5_5_ul,box,3522,51.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_5_5_mid,box,3522,64.5,695.0,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_5_5_lr,box,3522,78.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_5_5_bottom,box,3522,64.5,662.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_6_3_top,box,3522,107.5,727.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_6_3_ur,box,3522,121.0,713.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_6_3_mid,box,3522,107.5,695.0,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_6_3_lr,box,3522,121.0,677.0,8,7.0,36.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
body,rear_license_plate_bsn453_6_3_bottom,box,3522,107.5,662.5,8,34.0,7.0,project-photo evidence,matching BSN 453 plate identity propagated from front baseline photos pending rear plate confirmation
front_detail,vertical_grille_slot_1,box,82,-300,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_2,box,82,-200,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_3,box,82,-100,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_4,box,82,0,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_5,box,82,100,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_6,box,82,200,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,vertical_grille_slot_7,box,82,300,842,26,42,230,L2 visible-detail primitive,FJ40 vertical grille slot
front_detail,headlamp_bezel_left,cylinder_x,80,-495,985,270,28,,L2 visible-detail primitive,round headlamp bezel
front_detail,side_marker_left,cylinder_y,188,-683.0999999999999,1005,82,26,,L2 visible-detail primitive,front fender side marker
front_detail,headlamp_bezel_right,cylinder_x,80,495,985,270,28,,L2 visible-detail primitive,round headlamp bezel
front_detail,side_marker_right,cylinder_y,188,683.0999999999999,1005,82,26,,L2 visible-detail primitive,front fender side marker
front_detail,front_license_plate,box,5,0,650,22,360,170,L2 visible-detail primitive,front licence plate envelope
front_detail,front_license_plate_bsn453_1_B_top,box,-10,-107.5,682.5,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_mid,box,-10,-107.5,650.0,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_bottom,box,-10,-107.5,617.5,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_ul,box,-10,-121.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_ll,box,-10,-121.0,632.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_ur,box,-10,-94.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_1_B_lr,box,-10,-94.0,632.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_2_S_top,box,-10,-64.5,682.5,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_2_S_mid,box,-10,-64.5,650.0,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_2_S_bottom,box,-10,-64.5,617.5,8,34.0,7.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_2_S_ul,box,-10,-78.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_2_S_lr,box,-10,-51.0,632.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_3_N_ul,box,-10,-35.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_3_N_ll,box,-10,-35.0,632.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_3_N_ur,box,-10,-8.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_3_N_lr,box,-10,-8.0,632.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_3_N_center,box,-10,-21.5,650.0,8,7.0,72.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_4_4_ul,box,-10,8.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
front_detail,front_license_plate_bsn453_4_4_ur,box,-10,35.0,668.0,8,7.0,36.0,project-photo evidence,"front Punjab plate BSN 453 visible in baseline walkaround photos; stroke text is visual reference, not legal plate typography"
