entry_id,workstream,item,status,procurement_stage,amount,amount_status,product_link,week_plan_action,overlap_status,stock_signal,stock_match_item,stock_match_score,decision,dependency_gate,recommended_action,decision_reason
part_turbo_oil_drain_tube_20260717,turbocharger_powertrain,Large-bore turbo gravity oil-drain tube hose and clamps,planned,route_measurement_hold,,missing,,,,none,,0.404,review,general,review_line,No rule matched.
part_turbo_oil_feed_line_20260717,turbocharger_powertrain,Turbo oil-feed line with heat sleeve and supported end fittings,planned,buy_after_turbo_and_route_lock,,missing,,,,none,,0.431,review,general,review_line,No rule matched.
part_turbo_oil_feed_restrictor_20260717,turbocharger_powertrain,Turbo oil-feed restrictor or calibrated inlet fitting if required by selected turbo,planned,manufacturer_spec_hold,,missing,,,,none,,0.388,review,general,review_line,No rule matched.
part_turbo_oil_feed_takeoff_20260717,turbocharger_powertrain,Engine oil-gallery take-off adapter tee and gauge/sender provision for turbo feed,planned,oil_pressure_port_measurement_hold,,missing,,,,none,,0.365,review,general,review_line,No rule matched.
part_turbo_oil_pressure_gauge_sender_20260717,turbocharger_powertrain,Calibrated engine oil-pressure gauge sender adapter and warning provision,planned,engine_port_and_range_hold,,missing,,,,none,,0.379,review,general,review_line,No rule matched.
part_turbo_silicone_coupler_reducer_set_20260717,turbocharger_powertrain,Four-ply silicone straight elbow and reducer couplers for charge-air system,planned,buy_after_pipe_od_lock,,missing,,,,none,,0.395,review,general,review_line,No rule matched.
part_turbo_sump_return_bung_20260717,turbocharger_powertrain,Weld-on turbo oil-return bung for 2H sump with cap for fabrication test,planned,turbo_position_and_oil_level_hold,,missing,,,,none,,0.345,review,general,review_line,No rule matched.
part_turbo_tbolt_clamp_set_20260717,turbocharger_powertrain,Stainless T-bolt clamp set matched to every charge-pipe joint,planned,buy_after_installed_od_measurement,,missing,,,,none,,0.418,review,general,review_line,No rule matched.
part_turbo_wastegate_actuator_control_20260717,turbocharger_powertrain,Matched internal wastegate actuator boost reference hose and control fittings,planned,buy_with_final_turbo,,missing,,,,none,,0.397,review,general,review_line,No rule matched.
part_turbo_water_line_set_conditional_20260717,turbocharger_powertrain,Turbo coolant feed and return lines fittings and heat sleeve if selected turbo is water-cooled,planned,conditional_turbo_spec_hold,,missing,,,,none,,0.348,review,general,review_line,No rule matched.
part_turbocharger_matched_2h_20260717,turbocharger_powertrain,Matched wastegated turbocharger for Toyota 2H conservative road build,planned,engine_health_and_map_match_hold,,missing,,,,none,,0.338,review,general,review_line,No rule matched.
