entry_id,workstream,item,prior_decision,product_link,sourcing_mode,timing_window,pass2_decision,budget_mode,basket_id,supplier_hint,rationale
part_turbo_coolant_temperature_gauge_sender_20260717,turbocharger_powertrain,Calibrated coolant-temperature gauge sender and matched adapter,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_crankcase_breather_separator_20260717,turbocharger_powertrain,Serviceable crankcase breather oil separator and turbo-inlet return plumbing,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_downpipe_flange_vband_20260717,turbocharger_powertrain,Turbo outlet flange or V-band assembly and gasket for fabricated downpipe,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_downpipe_tube_20260717,turbocharger_powertrain,Mandrel-bend downpipe tubing transition and fabrication stock,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_egt_gauge_probe_20260717,turbocharger_powertrain,Calibrated EGT pyrometer gauge with pre-turbine thermocouple probe wiring and alarm,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_exhaust_flex_joint_20260717,turbocharger_powertrain,Interlocked-lined exhaust flex joint matched to downpipe diameter,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_exhaust_hanger_set_20260717,turbocharger_powertrain,Turbo exhaust hanger brackets pins heat-rated rubber isolators and fasteners,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_exhaust_manifold_2h_20260717,turbocharger_powertrain,Toyota 2H turbo exhaust manifold or engineered manifold-adapter assembly,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_exhaust_system_20260717,turbocharger_powertrain,Low-restriction single exhaust tubing muffler tailpipe joints and service clamps,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_fastener_support_bracket_stock_20260717,turbocharger_powertrain,Turbo downpipe charge-pipe airbox and heat-shield bracket stock plus graded fasteners and isolators,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_gauge_mount_wiring_20260717,turbocharger_powertrain,Gauge mounting panel fused wiring terminals loom protection grommets labels and connectors,review,,local_electrical_common,review,review,review,basket_review,Use local electrical markets first; avoid duplicate online orders.,No pass-2 override rule matched.
part_turbo_heat_shield_package_20260717,turbocharger_powertrain,Turbine manifold and downpipe formed heat shields with air gap stand-offs and edge protection,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_intake_manifold_adapter_20260717,turbocharger_powertrain,2H intake-manifold charge-air adapter/plenum connection with boost reference ports,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_intercooler_core_20260717,turbocharger_powertrain,Front or side-mounted bar-and-plate intercooler matched to 2H airflow and cooling-stack envelope,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_intercooler_mount_isolator_set_20260717,turbocharger_powertrain,Intercooler mounting brackets rubber isolators spacers and graded fasteners,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_line_heat_sleeve_set_20260717,turbocharger_powertrain,High-temperature sleeves and reflective barriers for nearby oil fuel brake clutch A-C and electrical routes,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_manifold_gasket_stud_set_20260717,turbocharger_powertrain,New 2H exhaust manifold gasket turbo flange gasket studs nuts and locking hardware set,review,,local_electrical_common,review,review,review,basket_review,Use local electrical markets first; avoid duplicate online orders.,No pass-2 override rule matched.
part_turbo_oil_drain_flange_20260717,turbocharger_powertrain,Turbo-specific oil-drain flange gasket and fasteners,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_oil_drain_tube_20260717,turbocharger_powertrain,Large-bore turbo gravity oil-drain tube hose and clamps,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_oil_feed_line_20260717,turbocharger_powertrain,Turbo oil-feed line with heat sleeve and supported end fittings,review,,local_electrical_common,review,review,review,basket_review,Use local electrical markets first; avoid duplicate online orders.,No pass-2 override rule matched.
part_turbo_oil_feed_restrictor_20260717,turbocharger_powertrain,Turbo oil-feed restrictor or calibrated inlet fitting if required by selected turbo,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_oil_feed_takeoff_20260717,turbocharger_powertrain,Engine oil-gallery take-off adapter tee and gauge/sender provision for turbo feed,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_oil_pressure_gauge_sender_20260717,turbocharger_powertrain,Calibrated engine oil-pressure gauge sender adapter and warning provision,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_silicone_coupler_reducer_set_20260717,turbocharger_powertrain,Four-ply silicone straight elbow and reducer couplers for charge-air system,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_sump_return_bung_20260717,turbocharger_powertrain,Weld-on turbo oil-return bung for 2H sump with cap for fabrication test,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_tbolt_clamp_set_20260717,turbocharger_powertrain,Stainless T-bolt clamp set matched to every charge-pipe joint,review,,local_electrical_common,review,review,review,basket_review,Use local electrical markets first; avoid duplicate online orders.,No pass-2 override rule matched.
part_turbo_wastegate_actuator_control_20260717,turbocharger_powertrain,Matched internal wastegate actuator boost reference hose and control fittings,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_water_line_set_conditional_20260717,turbocharger_powertrain,Turbo coolant feed and return lines fittings and heat sleeve if selected turbo is water-cooled,review,,local_electrical_common,review,review,review,basket_review,Use local electrical markets first; avoid duplicate online orders.,No pass-2 override rule matched.
part_turbocharger_matched_2h_20260717,turbocharger_powertrain,Matched wastegated turbocharger for Toyota 2H conservative road build,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
