source_workbook_path,source_sheet,source_row,item,price_raw,parsed_amount,currency,vendor,received_flag,paid_flag,notes,row_type
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,44,10mm Nylon Braided Sleeve x 5,875,875,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 5 into Parts inventory. | Wiring | 5 | INV-0068 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,45,16mm Nylon Braided Sleeve x 5,1450,1450,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 6 into Parts inventory. | Wiring | 6 | INV-0069 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,46,10mm Nylon Braided sleeve Price in Pakistan × 5,875,875,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 7 into Parts inventory. | Wiring | 7 | INV-0070 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,47,14mm Nylon Braided Sleeve price in Pakistan × 5,1500,1500,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 8 into Parts inventory. | Wiring | 8 | INV-0071 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,48,20mmn Nylon Braided Sleeve Price in Paklistan × 5,1750,1750,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 9 into Parts inventory. | Wiring | 9 | INV-0072 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,49,heat shrink tubing (various sizes) x 2,4200,4200,PKR,IndustryParts.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 10 into Parts inventory. | Wiring | 10 | INV-0073 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,50,14mm Nylon Braided Sleeve price in Pakistan × 5,1500,1500,PKR,electronicsstore.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 12 into Parts inventory. | Wiring | 12 | INV-0074 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,51,20mmn Nylon Braided Sleeve Price in Paklistan × 5,1750,1750,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 13 into Parts inventory. | Wiring | 13 | INV-0075 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,52,10mm Nylon Braided sleeve Price in Pakistan × 5,875,875,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 14 into Parts inventory. | Wiring | 14 | INV-0076 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,53,100A Circuit Breaker Resettable Fuse Car Marine Boat Automotive Protector,2000,2000,PKR,Mughal,Y,N,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Jazzcash | Evidence indicates purchased/received. | Migrated from Wiring row 23 into Parts inventory. | Wiring | 23 | INV-0077 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,54,6 Way Distribution Block Car Midi Fuse Box Block Holder 200A Bolt,18101,18101,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 27 into Parts inventory. | Wiring | 27 | INV-0078 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,55,Relay Box 12V 10 Way Relay Block and 10 Way ATC/ATO Blade Fuse Pane,37924,37924,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 28 into Parts inventory. | Wiring | 28 | INV-0079 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,56,1x 100A LITTEL FUSE ANL Car Fuse MEGA Bolt-on,1026,1026,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Main Fuse | Evidence indicates purchased/received. | Migrated from Wiring row 32 into Parts inventory. | Wiring | 32 | INV-0080 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,57,Portable 12-Way Car Fuse Box Universal Automotive Box Holder with Led Indicator,4000,4000,PKR,Mughal,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 33 into Parts inventory. | Wiring | 33 | INV-0081 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,58,Littelfuse Bolt-down Automotive Fuse MIDI/498 Auto Fuse 30A x2,3409,3409,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 34 into Parts inventory. | Wiring | 34 | INV-0082 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,59,Littelfuse Bolt-down Automotive Fuse MIDI/498 Auto Fuse 50A,,,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 35 into Parts inventory. | Wiring | 35 | INV-0083 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,60,Littelfuse Bolt-down Automotive Fuse MIDI/498 Auto Fuse 50A,,,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 36 into Parts inventory. | Wiring | 36 | INV-0084 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,61,Littelfuse Bolt-down Automotive Fuse MIDI/498 Auto Fuse 60A,843,843,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 37 into Parts inventory. | Wiring | 37 | INV-0085 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,62,5 Pin 40A Car Relay 12V x 6,8196,8196,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Relays | Evidence indicates purchased/received. | Migrated from Wiring row 41 into Parts inventory. | Wiring | 41 | INV-0086 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,63,Copper Cable Lug 16mm cable 8mm Bolt Hole Pakistan × 10,280,280,PKR,fiaz.com.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 45 into Parts inventory. | Wiring | 45 | INV-0087 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,64,Insulated Thimbles Male lug 4mm Yellow in Pakistan × 1,800,800,PKR,,,,"pre_order_audit | stock_audit_then_local_topup | wiring_material | inspect_then_decide | planned_or_open | planned_or_open | Open item with no procurement evidence yet. | Migrated from Wiring row 46 into Parts inventory. | Wiring | 46 | INV-0088 | P3 - Audit then buy | 3 | decision_or_timing | INSPECT_THEN_DECIDE | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,65,O-type Blue Insulated Thimble/ Cable Lug 2.5mm × 1,250,250,PKR,fiaz.com.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 47 into Parts inventory. | Wiring | 47 | INV-0089 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,66,Insulated Thimbles Male lug 2.5mm Blue in Pakistan × 1,700,700,PKR,fiaz.com.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 48 into Parts inventory. | Wiring | 48 | INV-0090 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,67,Insulated Thimbles female lug 2.5mm Blue in Pakistan × 1,450,450,PKR,fiaz.com.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 49 into Parts inventory. | Wiring | 49 | INV-0091 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,68,O-type Yellow Insulated Thimble/ Cable Lug 4mm (6mm hole) × 1,750,750,PKR,fiaz.com.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 50 into Parts inventory. | Wiring | 50 | INV-0092 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,69,H4 ceramic headlight connectors - x4 received,1350,1350,PKR,Auto Xpert,Y,Y,"received | complete_no_more_required | wiring_material | replace_or_procure | procured_or_on_hand | received | Evidence indicates purchased/received. | Migrated from Wiring row 51 into Parts inventory. | User update 2026-05-01: 4 H4 connectors received; 2 required for H4 headlights, 2 spare; no top-up required. | Wiring | 51 | INV-0093 | Done / On hand | 0 | procurement_pass2 | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,70,"Classification of Deutsch DT Series Connectors, Size 16 Stamped Contacts, Automotive Electrical Connectors, 188pcs x 2",17644,17644,PKR,Temu,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 53 into Parts inventory. | Wiring | 53 | INV-0095 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,71,6pcs Ratchet Crimping Tool Set,11964,11964,PKR,Temu,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 54 into Parts inventory. | Wiring | 54 | INV-0096 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,72,Universal 4-inch Switch Panel 3pcs,4290,4290,PKR,chaudhryautostore,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Rocker Switches | Evidence indicates purchased/received. | Migrated from Wiring row 57 into Parts inventory. | Wiring | 57 | INV-0097 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,73,8mm split wiring pipe / loom pipe,5m,5,PKR,Montgomery Road (Lahore),,,"pre_order_audit | stock_audit_then_local_topup | wiring_material | inspect_then_decide | planned_or_open | planned_or_open | Open item with no procurement evidence yet. | Migrated from Wiring row 61 into Parts inventory. | Wiring | 61 | INV-0098 | P3 - Audit then buy | 3 | decision_or_timing | INSPECT_THEN_DECIDE | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,74,12mm split wiring pipe / loom pipe,10m,10,PKR,Montgomery Road (Lahore),,,"pre_order_audit | stock_audit_then_local_topup | wiring_material | inspect_then_decide | planned_or_open | planned_or_open | Open item with no procurement evidence yet. | Migrated from Wiring row 62 into Parts inventory. | Wiring | 62 | INV-0099 | P3 - Audit then buy | 3 | decision_or_timing | INSPECT_THEN_DECIDE | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,75,16mm split wiring pipe / loom pipe,6m,6,PKR,Montgomery Road (Lahore),,,"pre_order_audit | stock_audit_then_local_topup | wiring_material | inspect_then_decide | planned_or_open | planned_or_open | Open item with no procurement evidence yet. | Migrated from Wiring row 63 into Parts inventory. | Wiring | 63 | INV-0100 | P3 - Audit then buy | 3 | decision_or_timing | INSPECT_THEN_DECIDE | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,76,"1m, 4 AWG, Red",11529,11529,PKR,AliExpress,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 67 into Parts inventory. | Wiring | 67 | INV-0101 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | high | import_cn_or_global",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,77,"Automotive flexible wire - 2.5 mm2 blue, 90m roll",9080,9080,PKR,uni-core.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. Migrated from Wiring row 72. Spec normalized from Uni-Core source; length recorded as 90m roll for inventory audit. | Wiring | 72 | INV-0102 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,78,"Automotive flexible wire - 1.5 mm2 yellow, 90m roll",5770,5770,PKR,uni-core.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. Migrated from Wiring row 73. Spec normalized from Uni-Core source; length recorded as 90m roll for inventory audit. | Wiring | 73 | INV-0103 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,79,"Automotive flexible wire - 1.0 mm2 white, 90m roll",4430,4430,PKR,uni-core.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. Migrated from Wiring row 74. Spec normalized from Uni-Core source; length recorded as 90m roll for inventory audit. | Wiring | 74 | INV-0104 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,80,4 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Green | Evidence indicates purchased/received. | Migrated from Wiring row 75 into Parts inventory. | Wiring | 75 | INV-0105 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,81,6 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Red | Evidence indicates purchased/received. | Migrated from Wiring row 76 into Parts inventory. | Wiring | 76 | INV-0106 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,82,8 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Red | Evidence indicates purchased/received. | Migrated from Wiring row 77 into Parts inventory. | Wiring | 77 | INV-0107 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,83,10 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Red | Evidence indicates purchased/received. | Migrated from Wiring row 78 into Parts inventory. | Wiring | 78 | INV-0108 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,84,10 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Black | Evidence indicates purchased/received. | Migrated from Wiring row 79 into Parts inventory. | Wiring | 79 | INV-0109 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,85,16 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Red | Evidence indicates purchased/received. | Migrated from Wiring row 80 into Parts inventory. | Wiring | 80 | INV-0110 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,86,25 mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Red | Evidence indicates purchased/received. | Migrated from Wiring row 81 into Parts inventory. | Wiring | 81 | INV-0111 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,87,35mm²,,,PKR,,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Black 1.5m | Evidence indicates purchased/received. | Migrated from Wiring row 82 into Parts inventory. | Wiring | 82 | INV-0112 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,88,10.8 x 4,113,113,PKR,industryparts.pk,Y,Y,"wiring_material | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | Migrated from Wiring row 87 into Parts inventory. | Wiring | 87 | INV-0113 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
