entry_id,phase,workstream,bucket,item,company,transaction_number,order_date,expected_delivery_date,status,procurement_stage,payment_status,delivery_status,amount,currency,product_link,evidence_ref,audit_status,audit_priority,order_search_query,receipt_search_query
tool_chassis_angle_grinder_cup_brush_repeat_x5_20260615,03b_chassis_fixing,chassis_fixing,tools,Angle-grinder wire cup brushes - repeat proven chassis-cleaning size x5,local / Daraz / ToolsMart same proven SKU,,2026-06-15,,planned,purchase_ready,not_paid,not_ordered,,PKR,,user_update_2026-06-15_wire_brush_consumption,find_order_or_quote_proof,high,"""local / Daraz / ToolsMart same proven SKU"" ""Angle-grinder wire cup brushes - repeat proven chassis-cleaning size x5"" (order OR confirmation OR shipped OR dispatch OR tracking)","""local / Daraz / ToolsMart same proven SKU"" ""Angle-grinder wire cup brushes - repeat proven chassis-cleaning size x5"" (receipt OR invoice OR paid OR payment)"
part_star_washers,04_electrical_reset,electrical_reset,parts,"Star / lock washer pack - M6 x120, M8 x60, M10 x30",Amir / Montgomery Road local fastener supplier,amir_local_procurement_20260528,2026-05-28,,received_candidate,received_candidate,unknown,needs_confirmation,,PKR,,user_image_2026-03-21_electrical_leftovers|part_fastener_kit_d_millat|user_correction_2026-05-26_star_washers_not_ordered|duplicate_hold_part_fastener_kit_d_millat_20260527|user_update_2026-05-27_amir_star_washer_purchase_run|user_update_2026-05-27_millat_order_now_coming_suppress_duplicate|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-28_procured_by_amir,confirm_order_or_receipt,high,"""amir_local_procurement_20260528"" ""Amir / Montgomery Road local fastener supplier"" ""Star / lock washer pack - M6 x120, M8 x60, M10 x30"" (order OR confirmation OR shipped OR dispatch OR tracking)","""amir_local_procurement_20260528"" ""Amir / Montgomery Road local fastener supplier"" ""Star / lock washer pack - M6 x120, M8 x60, M10 x30"" (receipt OR invoice OR paid OR payment)"
tool_toolsmart_ingco_heavy_duty_cable_cutter_250mm_hhccb0210_20260523,04_electrical_reset,electrical_reset,tools,Ingco Heavy duty cable cutter 250mm HHCCB0210,ToolsMart.pk,TM25776,2026-05-23,,received_candidate,received_candidate,paid,needs_confirmation,2130,PKR,,gmail_msg_19e5622147cdd91a|gmail_order_TM25776|bank_alert_19e5622515169f29|web_toolsmart_hhccb0210|gmail_msg_19ebd28e93534a5e|gmail_fulfillment_review_TM25776,confirm_order_or_receipt,high,"""TM25776"" ""ToolsMart.pk"" ""Ingco Heavy duty cable cutter 250mm HHCCB0210"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25776"" ""ToolsMart.pk"" ""Ingco Heavy duty cable cutter 250mm HHCCB0210"" (receipt OR invoice OR paid OR payment)"
part_fuel_filler_neck_hose_vent_20260619,05_mechanical_baseline,mechanical_baseline,parts,Fuel filler rubber parts - main fuel fill hose vent hose and smooth-band clamps,Amir runner / Land Cruiser parts counter / local fuel-hose supplier,,2026-06-19,,planned,purchase_ready,not_paid,not_ordered,,PKR,,user_update_2026-06-19_fuel_filler_purchase_decision|codex-clipboard-956824d4-d24a-47f7-9df7-46cb0a95279e.png|RHA-015|RUB-011|RUB-012,find_order_or_quote_proof,high,"""Amir runner / Land Cruiser parts counter / local fuel-hose supplier"" ""Fuel filler rubber parts - main fuel fill hose vent hose and smooth-band clamps"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Amir runner / Land Cruiser parts counter / local fuel-hose supplier"" ""Fuel filler rubber parts - main fuel fill hose vent hose and smooth-band clamps"" (receipt OR invoice OR paid OR payment)"
part_mech_engine_oil_filter_service,05_mechanical_baseline,mechanical_baseline,parts,Engine oil - Liqui Moly Touring High Tech SHPD 15W-40 5L; oil filter tracked separately,Autohub,1762694|62694,2026-05-29,,ordered,ordered_pending_delivery,paid,pending_delivery,12499,PKR,https://autohub.pk/products/liqui-moly-touring-high-tech-shpd-motor-oil-15w-40,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-29_online_click_buy_engine_oil_filter|user_update_2026-05-29_liqui_moly_guard_added|https://autohub.pk/products/liqui-moly-touring-high-tech-shpd-motor-oil-15w-40|https://automize.pk/products/guard-oil-filter-gdo-135|gmail_msg_19e7436f18d47b7c|gmail_order_1762694|autohub_order_62694|bank_alert_19e7438814e99398,track_order_delivery,high,"""1762694|62694"" ""Autohub"" ""Engine oil - Liqui Moly Touring High Tech SHPD 15W-40 5L; oil filter tracked separately"" (order OR confirmation OR shipped OR dispatch OR tracking)","""1762694|62694"" ""Autohub"" ""Engine oil - Liqui Moly Touring High Tech SHPD 15W-40 5L; oil filter tracked separately"" (receipt OR invoice OR paid OR payment)"
part_mech_heat_glow_plugs_set,05_mechanical_baseline,mechanical_baseline,parts,Toyota OE glow plugs 19850-68030 x6 - diesel 2H,Amir runner / verified Toyota diesel parts counter,,,,new_only_planned,purchase_ready,not_paid,not_ordered,,PKR,,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_diesel_correction|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,find_order_or_quote_proof,high,"""Amir runner / verified Toyota diesel parts counter"" ""Toyota OE glow plugs 19850-68030 x6 - diesel 2H"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Amir runner / verified Toyota diesel parts counter"" ""Toyota OE glow plugs 19850-68030 x6 - diesel 2H"" (receipt OR invoice OR paid OR payment)"
part_mech_oil_filter_guard_gdo135_20260529,05_mechanical_baseline,mechanical_baseline,parts,Engine oil filter - Guard GDO-135 candidate for 2H,Automize online,,2026-05-29,,planned,purchase_ready,not_paid,not_ordered,,PKR,https://automize.pk/products/guard-oil-filter-gdo-135,user_update_2026-05-29_liqui_moly_guard_added|https://automize.pk/products/guard-oil-filter-gdo-135|gmail_refresh_2026-05-30_no_filter_order_found,find_order_or_quote_proof,high,"""Automize online"" ""Engine oil filter - Guard GDO-135 candidate for 2H"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Automize online"" ""Engine oil filter - Guard GDO-135 candidate for 2H"" (receipt OR invoice OR paid OR payment)"
tool_large_bore_nitto_air_hose_impact_followup_20260517,00_site_setup,site_setup,tools,Large-bore Nitto air hose for 1/2 inch impact wrench,ToolsMart.pk,TM25776,2026-05-23,,received_candidate,received_candidate,paid,needs_confirmation,4720,PKR,,user_update_2026-05-17_ingco_air_setup_purchase_intent|web_almiraj_ah1151|web_toolsmart_tat40122|web_toolsmart_licota_pu_hose_9m_nitto|gmail_msg_19e5622147cdd91a|gmail_order_TM25776|bank_alert_19e5622515169f29|gmail_msg_19ebd28e93534a5e|gmail_fulfillment_review_TM25776,confirm_order_or_receipt,high,"""TM25776"" ""ToolsMart.pk"" ""Large-bore Nitto air hose for 1/2 inch impact wrench"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25776"" ""ToolsMart.pk"" ""Large-bore Nitto air hose for 1/2 inch impact wrench"" (receipt OR invoice OR paid OR payment)"
tool_sledge_hammer_3lb_20260527,00_site_setup,site_setup,tools,Harden 3lb Sledge Hammer Fiberglass Handle 590323,ToolsMart.pk,TM25878,2026-06-02,,ordered,ordered_pending_delivery,paid,pending_delivery,3730,PKR,,user_update_2026-05-27_amir_sledge_purchase_run|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-28_procured_by_amir|gmail_msg_19e8952abd639176|gmail_order_TM25878|bank_alert_19e8952ef41e78f,track_order_delivery,high,"""TM25878"" ""ToolsMart.pk"" ""Harden 3lb Sledge Hammer Fiberglass Handle 590323"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25878"" ""ToolsMart.pk"" ""Harden 3lb Sledge Hammer Fiberglass Handle 590323"" (receipt OR invoice OR paid OR payment)"
tool_toolsmart_harden_twist_cup_wire_brush_m14_4pc_20260703,00_site_setup,site_setup,tools,Harden Cup Twist Wire Brush With Nut 100mm x M14 x 2.0 - qty 4,ToolsMart.pk,TM26206,2026-07-03,,ordered,ordered_pending_delivery,paid,pending_delivery,5800,PKR,,gmail_msg_19f2708ed8bc8142|gmail_order_TM26206|bank_alert_19f2709970b06a2b,track_order_delivery,high,"""TM26206"" ""ToolsMart.pk"" ""Harden Cup Twist Wire Brush With Nut 100mm x M14 x 2.0 - qty 4"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM26206"" ""ToolsMart.pk"" ""Harden Cup Twist Wire Brush With Nut 100mm x M14 x 2.0 - qty 4"" (receipt OR invoice OR paid OR payment)"
tool_toolsmart_licota_pu_hose_9m_nitto_tm25805_20260527,00_site_setup,site_setup,tools,LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER,ToolsMart.pk,TM25805,2026-05-27,,received_candidate,received_candidate,paid,needs_confirmation,4720,PKR,,gmail_msg_19e6a00106af752c|gmail_order_TM25805|bank_alert_19e6a0072d6b41d7|gmail_msg_19ebc6fbabf7f76f|gmail_fulfillment_review_TM25805,confirm_order_or_receipt,high,"""TM25805"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25805"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN PU HOSE ROLL 9M W/ NITTO TYPE QUICK COUPLER"" (receipt OR invoice OR paid OR payment)"
tool_toolsmart_licota_quick_coupler_1_4_iron_20260527,00_site_setup,site_setup,tools,LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 1/4 in IRON,ToolsMart.pk,TM25805,2026-05-27,,received_candidate,received_candidate,paid,needs_confirmation,1390,PKR,,gmail_msg_19e6a00106af752c|gmail_order_TM25805|bank_alert_19e6a0072d6b41d7|gmail_msg_19ebc6fbabf7f76f|gmail_fulfillment_review_TM25805,confirm_order_or_receipt,high,"""TM25805"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 1/4 in IRON"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25805"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 1/4 in IRON"" (receipt OR invoice OR paid OR payment)"
tool_toolsmart_licota_quick_coupler_5_16_tm26231_20260704,00_site_setup,site_setup,tools,LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 5/16 in,ToolsMart.pk,TM26231,2026-07-04,,ordered,ordered_pending_delivery,paid,pending_delivery,2203,PKR,,gmail_msg_19f2e1b762150a0a|gmail_order_TM26231|bank_alert_19f2e1c3b899295f,track_order_delivery,high,"""TM26231"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 5/16 in"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM26231"" ""ToolsMart.pk"" ""LICOTA MADE IN TAIWAN QUICK COUPLER - ONE TOUCH 5/16 in"" (receipt OR invoice OR paid OR payment)"
part_ironman_front_dampers_separate_shipment,06_steering_brakes_suspension,steering_brakes_suspension,parts,Ironman Foamcell front damper pair - separate shipment (24635FE x2),Ironman 4x4 supplier,,2026-05-01,,ordered,ordered_pending_delivery,unknown,pending_delivery,,PKR,,user_update_2026-05-01_front_dampers_separate_shipment|image_2026-05-01_ironman_foamcell_parts_list|ironman_24635FE_front_reference|user_update_2026-05-08_ironman_main_kit_arrived_front_dampers_pending,track_order_delivery,high,"""Ironman 4x4 supplier"" ""Ironman Foamcell front damper pair - separate shipment (24635FE x2)"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Ironman 4x4 supplier"" ""Ironman Foamcell front damper pair - separate shipment (24635FE x2)"" (receipt OR invoice OR paid OR payment)"
part_autohub_diss_apc_cleaner_5l,03_body_chassis,body_chassis,parts,DISS (APC) All Purpose Cleaner 5L,Autohub,62074,2026-04-27,2026-04-30,received,received,paid,received,4999,PKR,,user_update_2026-04-28_autohub_order_62074|user_update_2026-04-29_autohub_cleaners_received|gmail_msg_19dcbfb32e6a25f5|gmail_msg_19dcf4539d6347c5|gmail_order_1762074,verify_receipt_reference,medium,"""62074"" ""Autohub"" ""DISS (APC) All Purpose Cleaner 5L"" (order OR confirmation OR shipped OR dispatch OR tracking)","""62074"" ""Autohub"" ""DISS (APC) All Purpose Cleaner 5L"" (receipt OR invoice OR paid OR payment)"
part_autohub_grez_off_hd_degreaser_32oz,03_body_chassis,body_chassis,parts,GREZ OFF HD DEGREASER - Spray Nine (32 oz.),Autohub,62074,2026-04-27,2026-04-30,received,received,paid,received,3250,PKR,,user_update_2026-04-28_autohub_order_62074|user_update_2026-04-29_autohub_cleaners_received|gmail_msg_19dcbfb32e6a25f5|gmail_msg_19dcf4539d6347c5|gmail_order_1762074,verify_receipt_reference,medium,"""62074"" ""Autohub"" ""GREZ OFF HD DEGREASER - Spray Nine (32 oz.)"" (order OR confirmation OR shipped OR dispatch OR tracking)","""62074"" ""Autohub"" ""GREZ OFF HD DEGREASER - Spray Nine (32 oz.)"" (receipt OR invoice OR paid OR payment)"
part_bedliner_sprays,03_body_chassis,body_chassis,parts,Bedliner sprays,U-POL / Raptor on hand,,2026-05-02,,received,received,paid,received,,PKR,,user_seed|akber_khan-00798|akber_khan-00800|user_shelf_image_2026-05-02_raptor_liner_visible,verify_receipt_reference,medium,"""U-POL / Raptor on hand"" ""Bedliner sprays"" (order OR confirmation OR shipped OR dispatch OR tracking)","""U-POL / Raptor on hand"" ""Bedliner sprays"" (receipt OR invoice OR paid OR payment)"
part_body_shoulder_pins_sleeves_spacers,03_body_chassis,body_chassis,parts,Body shoulder bolts pivot pins sleeves and stand-off spacers - sample matched,local fastener / machine shop supplier,,2026-05-04,,planned,spec_needed_before_order,not_paid,not_ordered,,PKR,,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv,quote_or_plan_only,medium,"""local fastener / machine shop supplier"" ""Body shoulder bolts pivot pins sleeves and stand-off spacers - sample matched"" (order OR confirmation OR shipped OR dispatch OR tracking)","""local fastener / machine shop supplier"" ""Body shoulder bolts pivot pins sleeves and stand-off spacers - sample matched"" (receipt OR invoice OR paid OR payment)"
part_body_specialty_brackets_retainer_plates,03_body_chassis,body_chassis,parts,Body specialty bracket and retainer plate repair/replacement pack,local body hardware fabricator / Bilal Ganj,,2026-05-04,,planned,spec_needed_before_order,not_paid,not_ordered,,PKR,,20260503_153832_gp_0FJJiLHg|user_update_2026-05-04_fastener_photo_gap_review|data/manual/fastener_photo_count_estimates.csv,quote_or_plan_only,medium,"""local body hardware fabricator / Bilal Ganj"" ""Body specialty bracket and retainer plate repair/replacement pack"" (order OR confirmation OR shipped OR dispatch OR tracking)","""local body hardware fabricator / Bilal Ganj"" ""Body specialty bracket and retainer plate repair/replacement pack"" (receipt OR invoice OR paid OR payment)"
part_cavity_wax,03_body_chassis,body_chassis,parts,HB Body U900 cavity wax spray 400ml x2,Autohub,62192,2026-05-02,2026-05-06,received,received,paid,received,4998,PKR,https://autohub.pk/products/hb-body-u900-cavity-wax-spray-u900-400ml,user_update_2026-05-02_autohub_prep_solvent_cavity_wax_order|gmail_msg_19de69d1f1e3d70a|gmail_order_1762192|autohub_order_62192|user_update_2026-05-08_all_remaining_autohub_orders_arrived|user_update_2026-05-11_2x_u9000_cavity_wax_received|gmail_msg_19e0c5bc0f1cf25e|blueex_tracking_AhubRider,verify_receipt_reference,medium,"""62192"" ""Autohub"" ""HB Body U900 cavity wax spray 400ml x2"" (order OR confirmation OR shipped OR dispatch OR tracking)","""62192"" ""Autohub"" ""HB Body U900 cavity wax spray 400ml x2"" (receipt OR invoice OR paid OR payment)"
part_fastener_kit_a_millat,03_body_chassis,body_chassis,parts,"Fastener Kit A: Tub-to-chassis mounts (OEM positions) - M10/M12 class 8.8 bolts, matching nuts, flat+spring washers, sleeves",MTL Parts,38902|38903,2026-04-18,,received,received,paid,received,,PKR,,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,verify_receipt_reference,medium,"""38902|38903"" ""MTL Parts"" ""Fastener Kit A: Tub-to-chassis mounts (OEM positions) - M10/M12 class 8.8 bolts, matching nuts, flat+spring washers, sleeves"" (order OR confirmation OR shipped OR dispatch OR tracking)","""38902|38903"" ""MTL Parts"" ""Fastener Kit A: Tub-to-chassis mounts (OEM positions) - M10/M12 class 8.8 bolts, matching nuts, flat+spring washers, sleeves"" (receipt OR invoice OR paid OR payment)"
part_fastener_kit_b_millat,03_body_chassis,body_chassis,parts,"Fastener Kit B: Body panel/bracket hardware - M6/M8 class 8.8 flange bolts, nyloc nuts, washers",MTL Parts,38902|38903,2026-04-18,,received,received,paid,received,,PKR,,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,verify_receipt_reference,medium,"""38902|38903"" ""MTL Parts"" ""Fastener Kit B: Body panel/bracket hardware - M6/M8 class 8.8 flange bolts, nyloc nuts, washers"" (order OR confirmation OR shipped OR dispatch OR tracking)","""38902|38903"" ""MTL Parts"" ""Fastener Kit B: Body panel/bracket hardware - M6/M8 class 8.8 flange bolts, nyloc nuts, washers"" (receipt OR invoice OR paid OR payment)"
part_fastener_kit_e_millat,03_body_chassis,body_chassis,parts,"Millat order #38902 metric screw pack - M10x20 x20, M6x16 x60, M6x12 x120, M8x16 x60",MTL Parts,38902,2026-04-18,,received,received,paid,received,1880,PKR,,gmail_msg_19d9d26f415b48fa|gmail_msg_19dbc4673054004c|gmail_order_38902|gmail_msg_19e0722af30bb1af|user_update_2026-06-15_millat_items_received,verify_receipt_reference,medium,"""38902"" ""MTL Parts"" ""Millat order #38902 metric screw pack - M10x20 x20, M6x16 x60, M6x12 x120, M8x16 x60"" (order OR confirmation OR shipped OR dispatch OR tracking)","""38902"" ""MTL Parts"" ""Millat order #38902 metric screw pack - M10x20 x20, M6x16 x60, M6x12 x120, M8x16 x60"" (receipt OR invoice OR paid OR payment)"
part_nylon_fiber_wool_polishing_disc_sets_2x,03_body_chassis,body_chassis,parts,Nylon fiber polishing disc and wool buffing polishing disc set (3pcs) plus drill adapter and grinder nut for metals x2,Daraz,241938794080938,2026-04-24,2026-04-29,received,received,paid,received,2188,PKR,,user_update_2026-04-24_wirecup_schedule_parts_update|gmail_msg_19dbbce97316517e|gmail_order_241938794080938|photo_20260424_part_nylon_fiber_wool_polishing_disc_sets_2x_daraz_241938794080938.jpg|gmail_msg_19dd86b5fbb89675|gmail_delivery_241938794080938,verify_receipt_reference,medium,"""241938794080938"" ""Daraz"" ""Nylon fiber polishing disc and wool buffing polishing disc set (3pcs) plus drill adapter and grinder nut for metals x2"" (order OR confirmation OR shipped OR dispatch OR tracking)","""241938794080938"" ""Daraz"" ""Nylon fiber polishing disc and wool buffing polishing disc set (3pcs) plus drill adapter and grinder nut for metals x2"" (receipt OR invoice OR paid OR payment)"
part_primer,03_body_chassis,body_chassis,parts,Hi-Build Zinc Rich Epoxy Primer EC 11 two-pack set,Daraz / MM PAINT,242366749280938,2026-05-02,2026-05-09,received,received,paid,received,25550,PKR,https://www.daraz.pk/products/i556870547-s4006655573.html?urlFlag=true&mp=1,user_seed|akber_khan-00798|akber_khan-00800|akber_khan-00819|user_update_2026-05-02_zinc_rich_epoxy_primer_order|gmail_msg_19de69fd6503ed45|gmail_order_242366749280938|gmail_msg_19dfcaab0866f88d|gmail_delivery_242366749280938,verify_receipt_reference,medium,"""242366749280938"" ""Daraz / MM PAINT"" ""Hi-Build Zinc Rich Epoxy Primer EC 11 two-pack set"" (order OR confirmation OR shipped OR dispatch OR tracking)","""242366749280938"" ""Daraz / MM PAINT"" ""Hi-Build Zinc Rich Epoxy Primer EC 11 two-pack set"" (receipt OR invoice OR paid OR payment)"
part_seam_sealer,03_body_chassis,body_chassis,parts,Seam sealer,Autohub,1761310,2026-03-21,,received,received,paid,received,7696,PKR,,user_seed|akber_khan-00803|akber_khan-00820|gmail_msg_19d0ef66d4eacdee|gmail_msg_19d48a1d197405a3|gmail_order_1761310|photo_20260424_part_seam_sealer_autohub_order_1761310.jpg|user_update_2026-05-02_autohub_prep_solvent_cavity_wax_order|user_update_2026-05-08_all_remaining_autohub_orders_arrived,verify_receipt_reference,medium,"""1761310"" ""Autohub"" ""Seam sealer"" (order OR confirmation OR shipped OR dispatch OR tracking)","""1761310"" ""Autohub"" ""Seam sealer"" (receipt OR invoice OR paid OR payment)"
part_wax_and_grease_remover,03_body_chassis,body_chassis,parts,3M Prep Solvent-70 1 gallon / wax and grease remover,Autohub,62192,2026-05-02,2026-05-06,received,received,paid,received,18999,PKR,https://autohub.pk/products/3m-prep-solvent-70-1-gallon,user_seed|akber_khan-00803|akber_khan-00817|user_update_2026-05-02_autohub_prep_solvent_cavity_wax_order|gmail_msg_19de69d1f1e3d70a|gmail_order_1762192|autohub_order_62192|user_update_2026-05-08_all_remaining_autohub_orders_arrived|user_update_2026-05-11_3m_prep_solvent_received|gmail_msg_19e0c5bc0f1cf25e|blueex_tracking_AhubRider,verify_receipt_reference,medium,"""62192"" ""Autohub"" ""3M Prep Solvent-70 1 gallon / wax and grease remover"" (order OR confirmation OR shipped OR dispatch OR tracking)","""62192"" ""Autohub"" ""3M Prep Solvent-70 1 gallon / wax and grease remover"" (receipt OR invoice OR paid OR payment)"
tool_harden_50lb_magnetic_welding_holder_765050,03_body_chassis,body_chassis,tools,Harden 50LB Magnetic Welding Holder 765050,Toolsmart.pk,TM25240,2026-04-13,,received,received,paid,received,4760,PKR,,gmail_msg_19d852aa76c4a57e|gmail_order_TM25240|shopify_order_d0c25d9c64d70f2d5bef2c20a55fa3e7|user_update_2026-05-02_toolsmart_tm25240_welding_items_received,verify_receipt_reference,medium,"""TM25240"" ""Toolsmart.pk"" ""Harden 50LB Magnetic Welding Holder 765050"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25240"" ""Toolsmart.pk"" ""Harden 50LB Magnetic Welding Holder 765050"" (receipt OR invoice OR paid OR payment)"
tool_pakoxygen_ar_co2_canister,03_body_chassis,body_chassis,tools,Ar-CO2 Canister,pakoxygen,,2026-05-08,,received,received,paid,received,42362,PKR,,workbook_tools#row_41|user_update_2026-05-08_ar_co2_canister_arrived,verify_receipt_reference,medium,"""pakoxygen"" ""Ar-CO2 Canister"" (order OR confirmation OR shipped OR dispatch OR tracking)","""pakoxygen"" ""Ar-CO2 Canister"" (receipt OR invoice OR paid OR payment)"
tool_total_inverter_mma_welding_machine_tw220069,03_body_chassis,body_chassis,tools,Total Inverter MMA welding machine TW220069,Toolsmart.pk,TM25240,2026-04-13,,received,received,paid,received,55100,PKR,,gmail_msg_19d852aa76c4a57e|gmail_msg_19dbdd660bbcfbee|gmail_order_TM25240|shopify_order_d0c25d9c64d70f2d5bef2c20a55fa3e7|user_update_2026-05-02_toolsmart_tm25240_welding_items_received,verify_receipt_reference,medium,"""TM25240"" ""Toolsmart.pk"" ""Total Inverter MMA welding machine TW220069"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25240"" ""Toolsmart.pk"" ""Total Inverter MMA welding machine TW220069"" (receipt OR invoice OR paid OR payment)"
tool_total_welding_leather_gloves_16_tsp15161,03_body_chassis,body_chassis,tools,"Total Welding leather gloves 16"" TSP15161",Toolsmart.pk,TM25240,2026-04-13,,received,received,paid,received,5280,PKR,,gmail_msg_19d852aa76c4a57e|gmail_msg_19ddcc60fed835a5|gmail_order_TM25240|shopify_order_d0c25d9c64d70f2d5bef2c20a55fa3e7|user_update_2026-05-02_toolsmart_tm25240_welding_items_received,verify_receipt_reference,medium,"""TM25240"" ""Toolsmart.pk"" ""Total Welding leather gloves 16"" TSP15161"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25240"" ""Toolsmart.pk"" ""Total Welding leather gloves 16"" TSP15161"" (receipt OR invoice OR paid OR payment)"
tool_wadfow_auto_darkening_welding_helmet_wwh3503,03_body_chassis,body_chassis,tools,Wadfow Auto-darkening welding helmet WWH3503,Toolsmart.pk,TM25240,2026-04-13,,received,received,paid,received,8710,PKR,,gmail_msg_19d852aa76c4a57e|gmail_msg_19dcd4fe9fa2eeee|gmail_order_TM25240|shopify_order_d0c25d9c64d70f2d5bef2c20a55fa3e7|user_update_2026-05-08_weld_helmet_arrived,verify_receipt_reference,medium,"""TM25240"" ""Toolsmart.pk"" ""Wadfow Auto-darkening welding helmet WWH3503"" (order OR confirmation OR shipped OR dispatch OR tracking)","""TM25240"" ""Toolsmart.pk"" ""Wadfow Auto-darkening welding helmet WWH3503"" (receipt OR invoice OR paid OR payment)"
part_bilal_ganj_lever_springs_20260710,06c_brake_system,brake_system,parts,Bilal Ganj receipt line - lever springs / لیور سپرنگ x4,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,2026-07-10,,received,completed_receipt_line,paid,received,1000,PKR,,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_103434_gp_go5dJG6w|part_rear_parking_brake_attachment_hardware_20260527,verify_receipt_reference,medium,"""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - lever springs / لیور سپرنگ x4"" (order OR confirmation OR shipped OR dispatch OR tracking)","""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - lever springs / لیور سپرنگ x4"" (receipt OR invoice OR paid OR payment)"
part_clutch_flex_hose_assembly_20260514,06c_brake_system,brake_system,parts,Clutch hydraulic flex hose assembly - complete crimped hose by sample,brake/clutch hydraulic hose supplier,,2026-05-14,,planned,spec_needed_before_order,not_paid,not_ordered,,PKR,,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-18|RP-CLUTCH-001,quote_or_plan_only,medium,"""brake/clutch hydraulic hose supplier"" ""Clutch hydraulic flex hose assembly - complete crimped hose by sample"" (order OR confirmation OR shipped OR dispatch OR tracking)","""brake/clutch hydraulic hose supplier"" ""Clutch hydraulic flex hose assembly - complete crimped hose by sample"" (receipt OR invoice OR paid OR payment)"
part_clutch_hard_line_fittings_20260514,06c_brake_system,brake_system,parts,Clutch hard-line fitting set and route release - 4.75 mm hydraulic line,brake/clutch hydraulic pipe specialist,,2026-05-14,,planned,spec_needed_before_order,not_paid,not_ordered,,PKR,,user_update_2026-05-14_full_vehicle_brake_clutch_line_purchase_list|HLS-19|RP-CLUTCH-001,quote_or_plan_only,medium,"""brake/clutch hydraulic pipe specialist"" ""Clutch hard-line fitting set and route release - 4.75 mm hydraulic line"" (order OR confirmation OR shipped OR dispatch OR tracking)","""brake/clutch hydraulic pipe specialist"" ""Clutch hard-line fitting set and route release - 4.75 mm hydraulic line"" (receipt OR invoice OR paid OR payment)"
