entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
part_firewall_grommet_set_large_power,,04_electrical_reset,electrical_reset,parts,electrical,Additional firewall grommet set IDs 16/20/25 mm,not_required,,PKR,missing,,,,user_plan_update|docs_bilal_ganj|docs_wire_cutlist,user_plan_2026-04-22_grommet_size_gap_review|docs_bilal-ganj-master-shopping-list|docs_wire-heavy-resize-cutlist,not_applicable,not_required,not_required_unknown_final_sizes_use_on_hand_grommet_mix,,User cleanup 2026-05-29: drop this vague large firewall grommet buy. On-hand mixed grommet assortment already exists and final heavy-feed pass-through sizes are unknown; reopen only as a measured hole or cable size after mock-up.
part_star_washers,2026-05-28,04_electrical_reset,electrical_reset,parts,electrical,"Star / lock washer pack - M6 x120, M8 x60, M10 x30",received_candidate,,PKR,missing,Amir / Montgomery Road local fastener supplier,amir_local_procurement_20260528,,user_image|manual_reconciliation|user_correction|user_update|docs_amir_montgomery,user_image_2026-03-21_electrical_leftovers|part_fastener_kit_d_millat|user_correction_2026-05-26_star_washers_not_ordered|duplicate_hold_part_fastener_kit_d_millat_20260527|user_update_2026-05-27_amir_star_washer_purchase_run|user_update_2026-05-27_millat_order_now_coming_suppress_duplicate|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-28_procured_by_amir,unknown,needs_confirmation,received_candidate,,"User clarification 2026-05-28: mark the standalone star/lock washer pack as procured by Amir: M6 x120, M8 x60, M10 x30. The user message wrote M2-; this is treated as the existing M10 grounding-washer line, not a new M2 size. This overrides the 2026-05-27 duplicate suppression against Millat Kit D; keep both rows and reconcile physical counts after receipt. Receipt check: confirm plated or stainless star/serrated lock washers, counts, and clean metal-biting form before grounding use."
part_split_conduit_braided_sleeve_small,,04_electrical_reset,electrical_reset,parts,electrical,"Split conduit / braided sleeve inventory - 8/10 mm, 5m lengths received; no extra 8mm order",received,,PKR,missing,electronicsstore.pk / workbook inventory,,,user_image,user_image_2026-03-21_electrical_leftovers,paid,received,received,,"Covered by received workbook sleeve inventory (8mm and 10mm, 5m lengths). User update 2026-05-04: drop separate 8mm split wiring pipe from required list; no additional small sleeve required until physical count shows a confirmed gap."
part_split_conduit_braided_sleeve_medium,,04_electrical_reset,electrical_reset,parts,electrical,"Split conduit / braided sleeve inventory - 14/16 mm, 5m lengths",received,,PKR,missing,electronicsstore.pk / workbook inventory,,,user_image,user_image_2026-03-21_electrical_leftovers,paid,received,received,,"Covered by received workbook sleeve inventory (14mm and 16mm, 5m lengths). No additional medium sleeve required until physical count shows a gap."
part_split_conduit_braided_sleeve_large,,04_electrical_reset,electrical_reset,parts,electrical,"Split conduit / braided sleeve inventory - 20 mm, 5m lengths",received,,PKR,missing,electronicsstore.pk / workbook inventory,,,user_image,user_image_2026-03-21_electrical_leftovers,paid,received,received,,"Covered by received workbook sleeve inventory (20mm, 5m lengths). No additional large sleeve required until physical count shows a gap."
part_spotlight_switch,,04_electrical_reset,electrical_reset,parts,electrical,Spotlight switch,not_required,,PKR,missing,,,,user_image|switch_allocation,user_image_2026-03-21_electrical_leftovers|switch_plan_20260417|electrical_master_T5,not_applicable,not_required,not_required_allocated_existing_selector,,Spot lamp control is already allocated to the received Schneider 2-way selector at right dash hole 3 and relay T5; no standalone spotlight switch purchase.
part_hidden_diesel_cutoff_switch,,04_electrical_reset,electrical_reset,parts,electrical,Fuel stop switch / hidden diesel cutoff (needle-type switch),received,,PKR,missing,,,,user_image|user_update,user_image_2026-03-21_electrical_leftovers|photo_20260420_221819_gp_YV69fbvA|photo_20260421_194401_gp_1dY3fLdw|user_update_2026-05-02_parts_review,paid,received,received,,User confirmed the fuel stop switch is already purchased; simple needle-type switch visible in the April 20/21 control photos. Treat this as the on-hand hidden kill/starter-interrupt arm-disarm switch unless final wiring proves a separate control is needed.
part_winch_switch,,04_electrical_reset,electrical_reset,parts,electrical,Winch switch,not_required,,PKR,missing,,,,user_image|user_update,user_image_2026-03-21_electrical_leftovers|user_update_2026-05-02_parts_review|user_update_2026-05-02_winch_3rd_lever,not_applicable,not_required,not_required_confirmed_3rd_lever,,Winch control is identified on the 3rd lever; no standalone dash winch switch purchase is required.
part_horn_relay,,04_electrical_reset,electrical_reset,parts,electrical,Horn relay,not_required,,PKR,missing,,,,user_image|electrical_master,user_image_2026-03-21_electrical_leftovers|electrical_master_T3|user_update_2026-05-02_parts_review,not_applicable,not_required,not_required_duplicate,,Duplicate with the active/as-built T3 horn relay and existing relay stock; do not buy another horn relay unless functional testing shows a failed relay.
part_h4_ceramic_headlight_connector_high,2026-03-21,04_electrical_reset,electrical_reset,parts,electrical,H4 ceramic headlight connectors - x4 received,received,1350,PKR,confirmed,Auto Xpert Pakistan,1599,,user_image|gmail|workbook|user_update,user_image_2026-03-21_electrical_leftovers|gmail_msg_19d0ecbd9da965f4|gmail_order_1599|workbook_parts_row_76_received_y_paid_y|photo_20260424_part_h4_ceramic_headlight_connector_high_autoxpert_order_1599.jpg|user_update_2026-05-01_h4_connectors_received,paid,received,received,,"User has 4 H4 ceramic headlight connectors received. Only 2 are required for the headlights, leaving 2 spares; no additional H4 connectors are required."
part_mech_engine_oil_filter_service,2026-05-29,05_mechanical_baseline,mechanical_baseline,parts,engine_service,Engine oil - Liqui Moly Touring High Tech SHPD 15W-40 5L; oil filter tracked separately,ordered,12499,PKR,confirmed,Autohub,1762694|62694,,user_plan_update|user_update|web_search|gmail|bank_alert,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-29_online_click_buy_engine_oil_filter|user_update_2026-05-29_liqui_moly_guard_added|https://autohub.pk/products/liqui-moly-touring-high-tech-shpd-motor-oil-15w-40|https://automize.pk/products/guard-oil-filter-gdo-135|gmail_msg_19e7436f18d47b7c|gmail_order_1762694|autohub_order_62694|bank_alert_19e7438814e99398,paid,pending_delivery,ordered_pending_delivery,https://autohub.pk/products/liqui-moly-touring-high-tech-shpd-motor-oil-15w-40,"Online click-to-buy selected by user 2026-05-29: Liqui Moly Touring High Tech SHPD-Motor Oil 15W-40 (5 Liter) from Autohub plus Guard Oil Filter GDO-135 from Automize. Record this as engine oil and engine oil filter, not transmission/gearbox oil. Before payment confirm final oil quantity covers the 2H service fill/top-up and Guard GDO-135 cross-reference 15600-41010/15601-41010 is acceptable for the fitted filter head. | Gmail import 2026-05-30: Autohub order 1762694 / order number 62694 confirmed 2026-05-29 for Liqui Moly Touring High Tech SHPD-Motor Oil 15W-40 5L x1 at PKR 11999 plus PKR 500 shipping, total PKR 12499; matching Standard Chartered alert confirms payment. This covers engine oil only; Guard GDO-135 oil filter remains a separate open item. Do not count this as gearbox/transmission oil."
part_mech_oil_filter_guard_gdo135_20260529,2026-05-29,05_mechanical_baseline,mechanical_baseline,parts,engine_service,Engine oil filter - Guard GDO-135 candidate for 2H,planned,,PKR,missing,Automize online,,,user_update|web_search|gmail_refresh,user_update_2026-05-29_liqui_moly_guard_added|https://automize.pk/products/guard-oil-filter-gdo-135|gmail_refresh_2026-05-30_no_filter_order_found,not_paid,not_ordered,purchase_ready,https://automize.pk/products/guard-oil-filter-gdo-135,"Oil filter remains open after the 2026-05-30 Gmail refresh: Autohub oil order was found, but no Automize/Guard GDO-135 order evidence was found. Buy/confirm only if Guard GDO-135 cross-reference 15600-41010 / 15601-41010 is acceptable for the fitted 2H filter head; physically fit-check before service."
part_mech_transmission_oil_service,,05_mechanical_baseline,gearbox_oil_service,parts,gearbox_service,Gearbox oil service pack - correct oil drain inspect refill washers and sample kit,planned,,PKR,missing,,,,user_update|whatsapp_archive|docs_gearbox_oil_service_workstream|docs_gearbox_top_cover_workstream,user_update_2026-05-29_transmission_oil_task|user_update_2026-05-29_liqui_moly_15w40_not_gearbox_oil|mcp_whatsapp_number_2_false_971527520120_1517397900_g_us_ac7917c65ffdf01e2f1ac6687691ab93_37911810572503_lid|docs/gearbox-oil-service-workstream.md|docs/gearbox-top-cover-workstream.md,not_paid,not_ordered,spec_needed_before_order,,"Specific buying requirement: WhatsApp history confirms 2H engine with 5-speed gear, so treat H55F as active candidate until case/top-cover marks prove a different 5-speed swap. If H55F is confirmed, buy SAE75W-90 API GL-4/GL-5 gearbox oil, 4.9 L capacity, buy 5 L, plus matched drain/fill plug sealing washers, clear sample cup/bottle, clean catch pan, and filler pump/hose if workshop does not supply one. Open fill plug before draining; drain into clean pan; photograph oil, drain plug/magnet, water/glitter/sludge/debris; refill only if inspection is acceptable. Do not count Liqui Moly Touring High Tech SHPD-Motor Oil 15W-40 as this row; it is engine oil. Do not substitute differential/hypoid LSD oil, transfer-case oil, engine oil, or brake fluid. Stop for water, heavy metal, damaged threads, burnt oil, chunks, abnormal noise, or open top-cover work."
part_mech_air_filter,,05_mechanical_baseline,mechanical_baseline,parts,engine_service,Air filter element,received,,PKR,missing,,,,user_plan_update|user_update,user_plan_2026-04-12_engine_bay_review|user_update_2026-04-20_photo_review,unknown,received,received,,Marked received per user confirmation; fitment/condition can be validated during installation
part_mech_fuel_filter,,05_mechanical_baseline,mechanical_baseline,parts,fuel_system,Fuel filter,planned,,PKR,missing,Amir runner / local Toyota diesel parts counter,,,user_plan_update|user_update|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,"List under Amir/local runner. Buy only if the shop supplies an exact 2H/HJ47 fuel-filter element match by old sample, chassis/manual basis, or Toyota part number candidate 23303-54071 / 04234-68010. Otherwise collect photos of box/element/part number, price, and shop card before payment."
part_mech_heat_glow_plugs_set,,05_mechanical_baseline,mechanical_baseline,parts,engine_service,Toyota OE glow plugs 19850-68030 x6 - diesel 2H,new_only_planned,,PKR,missing,Amir runner / verified Toyota diesel parts counter,,,user_plan_update|user_update|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_diesel_correction|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,purchase_ready,,"Buy exact new Toyota-labelled glow plugs through a verified new-parts counter/order lane: primary target Toyota 19850-68030 x6 for HJ47-style 2H 12V/8.5V. If the old plug/system proves later 24V/superglow, use Toyota 19850-68060 x6 instead. Amir may buy only a sealed exact Toyota-labelled/new trusted equivalent set; reject used/refurbished/PT-107/1C/2C listings or any seller-led substitute."
part_mech_spark_plugs_set,,05_mechanical_baseline,mechanical_baseline,parts,ignition,Spark plugs set,cancelled,,PKR,missing,,,,user_plan_update|user_update,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_diesel_correction,not_paid,not_required,not_required_diesel_engine,,User correction 2026-05-01: not applicable to the fitted 2H diesel engine; replaced in active baseline by diesel heat/glow plugs.
part_mech_distributor_cap_rotor_tuneup,,05_mechanical_baseline,mechanical_baseline,parts,ignition,Distributor cap rotor and ignition tune-up consumables,cancelled,,PKR,missing,,,,user_plan_update|user_update,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_diesel_correction,not_paid,not_required,not_required_diesel_engine,,User correction 2026-05-01: not applicable to the fitted 2H diesel engine; no distributor ignition tune-up item required.
part_mech_accessory_belt_set,,05_mechanical_baseline,mechanical_baseline,parts,engine_front,Accessory belt set,planned,,PKR,missing,Amir runner / local belt supplier / Toyota diesel parts counter,,,user_plan_update|user_update|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,"List under Amir/local runner. Buy only by old belt sample/printed belt code or measured profile and effective length for the actual alternator/fan/accessory layout. Prefer Bando/Mitsuboshi/Gates or trusted equivalent. If size/profile is not proven, collect photos/price only."
part_mech_radiator_hose_set,,05_mechanical_baseline,radiator,parts,cooling,"Cooling hose/pipe package - upper/lower radiator hoses, overflow hose, formed coolant pipe",sample_photos_added,,PKR,missing,Amir runner / Longman Mills / local radiator hose or pipe fabricator,,,user_plan_update|user_update|data_replacement_pipe_order_release_specs|data_longman_pipe_hose_order_specs|docs_amir_montgomery|photo_inventory,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_hose_spec|data/manual/replacement_pipe_order_release_specs.csv|data/manual/replacement_pipe_release_actions.csv|data/manual/longman_pipe_hose_order_specs.csv|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md|20260710_115709_gp_WMDUdgpw|20260710_115725_gp_mPuwEjYw|20260710_115730_gp_ytcZloOQ|photo_import_20260710T232017,not_paid,not_ordered,sample_route_photos_added_cost_missing,,"List under Amir/Longman local runner. Longman quote/order ready via RPO-COOL-001/002/003/005/006: molded upper hose x1, molded lower hose x1, overflow EPDM hose x 1000 mm, formed coolant pipe from 28-30 mm OD tube with 1.2-1.6 mm wall and 1000 mm shop-stock / 750 mm absolute-minimum blank, and two 500 mm EPDM connector blanks at 28-30 mm ID exact order basis. Final dry-fit, clamp, chafe, and coolant pressure-test remain install checks. | July 10 engine-bay hose/pipe route photos add old hose/clamp samples. Confirm coolant circuit, ID/OD/free length/bend, and EPDM rating before buying; bill amount pending."
part_mech_heater_hose_set,,05_mechanical_baseline,mechanical_baseline,parts,cooling,"Heater hose pair - EPDM 400 mm inlet + 280 mm outlet, 16 mm ID",sample_photos_added,,PKR,missing,Amir runner / Longman Mills / local hose supplier,,,user_plan_update|user_update|data_replacement_pipe_order_release_specs|data_longman_pipe_hose_order_specs|docs_amir_montgomery|photo_inventory,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_hose_spec|data/manual/replacement_pipe_order_release_specs.csv|data/manual/replacement_pipe_release_actions.csv|data/manual/longman_pipe_hose_order_specs.csv|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md|20260710_115709_gp_WMDUdgpw|20260710_115725_gp_mPuwEjYw|20260710_115730_gp_ytcZloOQ|photo_import_20260710T232017,not_paid,not_ordered,sample_route_photos_added_cost_missing,,"List under Amir/Longman local runner. Longman quote/order ready via RPO-COOL-004A/B: quote/order 1000 mm of 16 mm / 5/8 in EPDM SAE J20R3 or better heater hose stock, then cut 400 mm inlet and 280 mm outlet from released stock during install. Final trim, clamp, and chafe check remain at install. | July 10 engine hose/pipe route photos may overlap heater/coolant hose planning but exact circuit is not proven. Label circuit and dimensions before purchase; bill amount pending."
part_mech_thermostat_gasket,,05_mechanical_baseline,mechanical_baseline,parts,cooling,Thermostat plus gasket,received,,PKR,missing,,,,user_plan_update|user_update,user_plan_2026-04-12_engine_bay_review|user_update_2026-04-20_photo_review,unknown,received,received,,Marked received per user confirmation; compatibility/usability can be validated during install planning
part_mech_radiator_cap,,05_mechanical_baseline,radiator,parts,cooling,Radiator cap,planned,,PKR,missing,Amir runner / local radiator shop / Toyota parts counter,,,user_plan_update|user_update|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_hose_spec|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,List under Amir/local runner. Buy Toyota radiator cap 16401-41021 or exact pressure-equivalent cap only after the fitted radiator neck/sample confirms large/small neck and pressure. 0.9 bar is a candidate only if the radiator/manual basis confirms it. Replace with coolant hose service.
part_mech_vacuum_hose_refresh,,05_mechanical_baseline,mechanical_baseline,parts,vacuum,Vacuum/breather hose kit - 10-12 mm vacuum + 16-19 mm oil-resistant breather,purchase_ready,,PKR,missing,Amir runner / Longman Mills / local hose supplier,,,user_plan_update|user_update|data_replacement_pipe_order_release_specs|data_longman_pipe_hose_order_specs|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_hose_spec|data/manual/replacement_pipe_order_release_specs.csv|data/manual/replacement_pipe_release_actions.csv|data/manual/longman_pipe_hose_order_specs.csv|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,purchase_ready_standard_stock,,"List under Amir/Longman local runner. Longman quote/order ready via RPO-VAC-001A/B: quote/order new reinforced 10-12 mm ID brake-booster/vacuum hose x 2000 mm and new oil-resistant 16-19 mm ID breather hose x 1000 mm. 2H vacuum pump oil outlet molded hose is presence-gated and replaced new if fitted. Final barb fit, check-valve direction, brake-assist vacuum, and oil-swelling checks remain at install."
part_mech_fuel_hose_and_clamps,,05_mechanical_baseline,mechanical_baseline,parts,fuel_system,"Diesel fuel hose/line package - 8 mm feed, 6 mm return, leak-off hose, new hard lines",purchase_ready,,PKR,missing,Amir runner / Longman Mills / local diesel hose supplier,,,user_plan_update|user_update|data_replacement_pipe_order_release_specs|data_longman_pipe_hose_order_specs|docs_amir_montgomery,user_plan_2026-04-12_engine_bay_review|user_update_2026-05-01_engine_hose_spec|data/manual/replacement_pipe_order_release_specs.csv|data/manual/replacement_pipe_release_actions.csv|data/manual/longman_pipe_hose_order_specs.csv|user_update_2026-05-29_list_under_amir_mechanical_easy|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,purchase_ready_measured_stock,,"List under Amir/Longman local runner. Longman quote/order ready via RPO-FUEL-001A/B/C and RPO-FUEL-002A/B: quote/order new diesel-rated 8 mm ID feed hose x 1500 mm for the measured approx 1200 mm tank-to-engine route, new 6 mm ID return/bleed hose x 2000 mm, new 3.2-3.5 mm ID braided leak-off hose x 1000 mm, new rolled-edge fuel clamps, plus conditional 8 mm OD x 5000 mm feed hard-line stock only if a separate rigid feed line exists and 6 mm OD x 5000 mm return hard-line stock as new replacement allowance. Final cut, clamp, support, and fuel-prime leak test remain at install."
part_mech_brake_flex_hose_set,,06_steering_brakes_suspension,steering_brakes_suspension,parts,brakes,Brake hydraulic hose/line package - new flex hoses + 4.75 mm hard-line coil allowance,planned,,PKR,missing,Aamir runner / Montgomery Road brake pipe-hose supplier / written spec or mechanic-labelled sample required,aamir_local_run_20260527,,user_plan_update|data_replacement_pipe_order_release_specs|web_research_20260524|user_update,user_plan_2026-04-12_engine_bay_review|data/manual/replacement_pipe_order_release_specs.csv|data/manual/replacement_pipe_release_actions.csv|docs/brake-line-cheap-sourcing-20260524.md|docs/pakistan-brake-piping-handbrake-sources-20260524.md|web_sna_industries_steel_brake_pipes_brake_hoses|user_update_2026-05-24_price_brake_lines_before_other_parts|user_update_2026-05-27_gettable_local_brake_items|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-27_aamir_runner_not_mechanic|user_update_2026-05-27_spec_controlled_runner_purchase|docs/brake-runner-spec-capture-20260528.md|user_update_2026-05-28_rear_parking_brake_back_section_photos,not_paid,not_ordered,runner_spec_controlled,,"Spec-controlled runner brake hose/line task. Aamir may collect prices, shop cards, package/marking photos, and availability from Montgomery Road suppliers. He may buy only against a written hose spec or mechanic-labelled old sample: complete crimped automotive brake hose assemblies, DOT/SAE J1401 or OEM-equivalent, matching free length, bracket groove, end fittings/thread/seat/banjo as applicable, hose rating, and fitted route clearance. Any hard-line coil/fitting purchase must be reconciled against the separate Aamir tube-stock row. No generic rubber hose, compression fittings, bare copper, duplicate hard-line coil, imported pre-bent kit, substitute fitting, or seller-led fit decision without mechanic/user approval. If any spec point is uncertain, collect photos/price only and ask before payment. User corrections 2026-05-27: Aamir is office/runner support, not a mechanic; project/mechanic can define the specs he buys against. Spec capture guide 2026-05-28: use docs/brake-runner-spec-capture-20260528.md to capture installed photos, labelled old samples, ruler/caliper measurements, end/clip/thread/seat close-ups, and bagged parts by position before releasing any exact-spec runner purchase. User update 2026-05-28: existing rear back-section photos cover the rear-center hose/T-union and axle route context, but do not release the hose order by themselves. Rear-center hose still needs old-sample/free-length/end-thread confirmation; front hoses still need their own fitted-end/free-length capture."
tool_brake_fuel_line_cutter_bender_flaring_kit,2026-05-04,06c_brake_system,brake_system,tools,line_fabrication,"Brake/fuel hard-line cutter, hand bender, deburrer, and flaring kit",not_required,,PKR,not_applicable,local tool market / Daraz / Toolsmart,,,user_update|web_search|docs_brake_suspension_order_links|gmail,user_update_2026-05-04_line_shaping_tool_needed|user_update_2026-05-04_daraz_pipe_bender_order|https://4lifetimelines.com/products/master-flaring-tool-set-sae-double-iso-bubble-flares|docs/brake-suspension-order-links-20260503.md|gmail_msg_19df40dbc5116bb3|gmail_order_TM25550|user_update_2026-05-27_inventory_markoff_review,not_applicable,not_required,not_required_split_to_component_tool_rows,,Suppress this old aggregate so it does not appear as another unbought bender/tool-kit row. Separate rows now carry the real state: Daraz pipe bender is received; Harden mini tube cutter and PARD flaring/cutting kit are received-candidates pending physical fit check; dedicated 4.75 mm bender is conditional reopen only; deburrer/reamer remains the only active small-tool gap unless the delivered kit includes one.
part_front_disc_pads_hardware,,06c_brake_system,brake_system,parts,brakes,Front disc pads and retaining hardware - parent split into component purchase rows,split,,PKR,missing,Amir runner / Montgomery Road / local Toyota-Land Cruiser parts counter,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery|user_update,BR-FRONT-001|user_update_2026-05-30_split_front_pad_hardware_components|docs/amir-montgomery-road-shopping-list-20260527.md|data/manual/front_disc_component_order_options.csv,not_paid,not_required,not_required_split_into_component_rows,,"Parent bundle retained only as history. User clarified on 2026-05-30 that purchase lines like this must be split into actual components with links, prices, and order/receipt tracking. Active rows are part_front_disc_pad_axle_set_sumitomo_20260530 and part_front_disc_pad_pin_hardware_kit_sumitomo_20260530; physical components inside the kit are itemized in data/manual/front_disc_component_order_options.csv."
part_front_disc_pad_axle_set_sumitomo_20260530,2026-05-30,06c_brake_system,brake_system,parts,brakes,Front disc brake pad axle set - Sumitomo fixed-caliper reference 04491-60010/04465-35170,planned,39.99,USD,estimate,BTB Products / CruiserParts / local Toyota-Land Cruiser parts counter,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery|web_research_front_disc_components_20260530,BR-FRONT-001|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|user_update_2026-05-30_split_front_pad_hardware_components|data/manual/front_disc_component_order_options.csv,not_paid,not_ordered,runner_spec_controlled,https://btbprod.com/product/fj40-fj45-fj55-fj60-fj62-performance-front-disc-brake-pad-04491-60010-set-1970-1971-1972-1973-1974-1975-1976-1977-1978-1979-1980-1981-1982-1983-1984-1985-1986-1987-1988-1989-1990/,"Orderable component row for the front pad axle set. Reference family 04491-60010 / 04491-60030 / 04465-35170 / 04465-YZZC0; BTB current web reference is USD 39.99 for aftermarket 04491-60010-A and CruiserParts reference is USD 54.99 for a Toyota pad kit. Autostore Pakistan shows a generic Land Cruiser front pad listing around PKR 6600 but with later OEM numbers, so use it as local price/search context only. Pay only after removed pad outline, backing ears, thickness, and rotor/caliper clearance prove the exact match."
part_front_disc_pad_pin_hardware_kit_sumitomo_20260530,2026-05-30,06c_brake_system,brake_system,parts,brakes,Front brake pad retaining hardware kit - 4 pins 2 anti-rattle springs 2 clips,planned,8.00,USD,estimate,CruiserTeq / Man-A-Fre / local Toyota-Land Cruiser parts counter,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery|web_research_front_disc_components_20260530,BR-FRONT-001|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|user_update_2026-05-30_split_front_pad_hardware_components|data/manual/front_disc_component_order_options.csv,not_paid,not_ordered,runner_spec_controlled,https://cruiserteq.com/front-caliper-hardware-kit-fits-9-1975-1-1990-4x-5x-6x-7x-with-factory-front-disc-brakes-br06158k/,"Orderable component row for the pad retaining hardware kit. CruiserTeq BR06158K current web reference is USD 8.00 and includes 4 brake pad anti-rattle pins, 2 anti-rattle springs, and 2 pin clips for 9/1975-1/1990 factory front disc Land Cruisers. Man-A-Fre MT 12342 is the backup kit reference. Physical kit contents are split in data/manual/front_disc_component_order_options.csv so receipt check can verify pins, springs, and clips separately. Pay only after old pin/spring/clip style and caliper/pad fit match."
part_front_caliper_rebuild_or_replace_pair,,06c_brake_system,brake_system,parts,brakes,Front Sumitomo fixed-caliper replacement or professional rebuild pair,planned,,PKR,missing,Amir runner / Land Cruiser parts shop / brake caliper rebuilder,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery,BR-FRONT-002|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,"REQUIRED P0 under Amir/local runner. Reference family Toyota 47730-60021 RH / 47750-60021 LH, fixed Sumitomo 4-piston design with 34/43 mm piston catalog reference on a 20 mm disc family. Prefer professional rebuild of the original calipers if bodies, bores, pistons, bleeders, and bridge pipes pass inspection; otherwise buy matched rebuilt/new Sumitomo-family calipers. Pay only after side-by-side sample match or rebuild bench test approval."
part_front_rotor_service_pair,,06c_brake_system,brake_system,parts,brakes,Front rotor replacement pair - measure old rotors for exact match,planned,,PKR,missing,Amir runner / local Toyota-Land Cruiser parts counter / brake parts shop,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery,BR-FRONT-003|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,"REQUIRED P0 under Amir/local runner. Ask for new front rotor pair using Toyota 43512-60011 as the reference: vented disc, 302 mm OD, 20 mm nominal thickness, 19 mm minimum, 100 mm center bore, 139.7 mm PCD, 48 mm height, 6 mounting holes plus 2 service/auxiliary holes. Buy two only after old rotor measurement and hub/dust-shield/caliper/wheel clearance confirm the family. Old rotors are measurement samples only."
part_front_brake_hose_pair,,06c_brake_system,brake_system,parts,brakes,Front flexible brake hose pair - visible bracket and short hard-line route,planned,,PKR,missing,Amir runner / Montgomery Road brake hydraulic hose shop / written spec or labelled sample required,,,photo_inventory|data_brake_system_requirements|docs_amir_montgomery,BR-FRONT-004|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,not_paid,not_ordered,runner_spec_controlled,,"REQUIRED P0 under Amir/local runner. Replace every fitted front flex hose: lower wheel hoses x2 using 553-102 as reference, 9 1/4 in DOT rubber, plus front upper/frame hose x1 using 553-101 as reference, 10 3/8 in DOT rubber with retaining clip, only if that hose is fitted. Buy or make only complete crimped DOT/SAE J1401 or OEM-equivalent assemblies matched to old hose free length, end fittings, thread/seat, bracket groove, clip, and full-lock/droop clearance."
