channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19e454fa12c67544,2026-05-20T12:15:02Z,project_update,order_quote_tracking,Alibaba,dodge charger front bumper: we notice that you viewed this last week,Now available at lower prices—Secure bulk orders ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fj40,toyota,delivery"
email,19e49791915fa538,2026-05-21T07:38:51Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e4a0f6ec267a11,2026-05-21T10:23:01Z,project_update,order_quote_tracking,Alibaba,"Hi David, your next sourcing find",Picked from products viewed: RHD Painted Land Cruiser 45 FJ45 Car Body Shell Cab ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=land cruiser,suspension,delivery"
email,19e4a6360441894b,2026-05-21T11:54:42Z,project_update,order_quote_tracking,Alibaba,dodge charger front bumper: start from low MOQs,Order exactly what you need ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,SCS009,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fj40,toyota,delivery,order"
email,19e4a66145e96435,2026-05-21T11:57:42Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 243331393480938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 243331393480938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",243331393480938,869,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e4ba9b39b2d734,2026-05-21T17:51:12Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Harden Mini Tube Cutter 3-22mm","Let us know what you think about order #TM25550. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 16 days ago and would love to get your feedback. What do you think about Harden Mini Tube Cutter 3-22mm ? Rating ★ ★★ ★★ ★ ★★ ",TM25550,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e4c90c0cc40983,2026-05-21T22:03:35Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Total Jack stand 3Ton THJS0301","Let us know what you think about order #TM25493. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 16 days ago and would love to get your feedback. What do you think about Total Jack stand 3Ton THJS0301 ? Rating ★ ★★ ★★ ★ ★★ ",TM25493|THJS0301,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e4e9fbe14f050e,2026-05-22T07:39:10Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e500f51b5b98ee,2026-05-22T14:20:37Z,project_update,order_quote_tracking,Alibaba,Fast price comparison,96 Post an RFQ to get accurate quotes ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=land cruiser,suspension,order"
email,19e53c5eed410982,2026-05-23T07:38:59Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e5535512680a2a,2026-05-23T14:20:13Z,project_update,order_quote_tracking,Alibaba,New Alibaba Guaranteed products available now,"96 Check out these newest additions before they sell out – don't wait! Items for your business View more > Replacement Whole Loa... $800-1,200 Min.order: 1 Unit High Quality FJ45 HJ... $8,000-10,000 Min.order: 1 Piece Nice Quality Car Body... $200-220 Min.orde",,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=land cruiser,order"
email,19e5622515169f29,2026-05-23T18:38:45Z,product,order_quote_tracking,Toolsmart,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 23 2026, 11:38 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 8,820.00 Date : 23-05-26 at : Toolsmart. Don't miss out on the latest Standard Charter",,8820,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart
email,19e5622147cdd91a,2026-05-23T18:38:53Z,supplier_communication,shipment_update,Toolsmart.Pk,Order #TM25776 confirmed,"Thank you for your purchase! ToolsMart.pk Order #TM25776 ---------------------------- Thank you for your purchase! ---------------------------- Hi David, We have received your order. Your order is being processed, You will receive a confirmation call from our ",TM25776|HHCCB0210,8820,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,toolsmart,toolsmart.pk,confirmation,confirmed,order,shipped"
email,19e58ebad8349a2b,2026-05-24T07:38:19Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e5dc7a17419c72,2026-05-25T06:17:02Z,product,order_quote_tracking,Aliexpress,Wait for it... 5% off tech gadgets!,"96 Don't miss out on these hot tech deals ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ . -42% PKR2,689 PKR1,558 . .",PKR409|PKR782|PKR431|PKR668|PKR564,27283,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,19e5e12944ac7b38,2026-05-25T07:38:54Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e5e217925bd4c7,2026-05-25T07:55:11Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1075298 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1075298 on 25 May 2026 01:53 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",FM-1246|UFM-1041,30190,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,clutch,fj40,land cruiser,toyota,confirmed,delivered,delivery,order,review,shipped"
email,19e5e241f244eee6,2026-05-25T07:58:04Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243701549680938 is confirmed!","Yay, your Order #243701549680938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243701549680938 on 25 May 2026 15:57. We're excited for you to rece",243701549680938,5795,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,fj40,land cruiser,toyota,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e5e24ab832b0b7,2026-05-25T07:58:15Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 25 2026, 12:58 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 5,795.00 Date : 25-05-26 at : Daraz. Don't miss out on the latest Standard Chartered p",,5795,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19e5e7a85fbecca4,2026-05-25T09:32:27Z,supplier_communication,shipment_update,Mtl Parts,Fwd: Your MTL PARTS order has been received!,"---------- Forwarded message --------- From: David Pridmore <pridmoredave@gmail.com> Date: Fri, May 8, 2026 at 3:29 PM Subject: Re: Your MTL PARTS order has been received! To: MTL PARTS <ithelpdesk@millat.com.pk> Hi, The orders #38902 and #38903 have been paid",,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=millat,mtl parts,dispatch,order,paid,payment"
email,19e5ea23342cd9ed,2026-05-25T10:15:47Z,project_update,shipment_update,PakWheels,PakWheels AUTOSTORE Order # 1075421 is Confirmed!,"Post an Ad for FREE Sell Your Car Dear David Pridmore, Thank you for your recent purchase from PakWheels.com! We have received your Order #1075421 on 25 May 2026 15:13 . We’re getting your order ready and will let you know once it’s on the way. We hope you enj",UFM-1041,19706,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,fj40,land cruiser,toyota,confirmed,delivered,delivery,order,review,shipped"
email,19e62e9a3453df47,2026-05-26T06:12:15Z,project_update,order_quote_tracking,Alibaba,bmw f30 headlights: we notice that you viewed this last week,Now available at lower prices—Secure bulk orders ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=chassis,land cruiser,toyota,delivery"
email,19e633898e4dfda1,2026-05-26T07:38:32Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e6365b0b6ff3b2,2026-05-26T08:27:47Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 243701549680938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 243701549680938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",243701549680938,5795,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,fj40,land cruiser,toyota,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e63d37bef39526,2026-05-26T10:27:43Z,supplier_communication,receipt_payment,Mtl Parts,Your MTL PARTS order has been received!,"MTL PARTS Thank you for your order Hi, Just to let you know — we’ve received your order, and it is now being processed. Here’s a reminder of what you’ve ordered: Order summary Order #38903 ( April 18, 2026 ) Product Quantity Price WASHER FLAT M12(343005 - 1343",,0,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=millat,mtl parts,order,payment"
email,19e6618015d8106b,2026-05-26T21:00:23Z,product,order_quote_tracking,Daraz,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts May 27 2026, 02:00 AM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 8,387.00 Date : 29-05-26 at : Daraz. Don't miss out on the latest Standard Chartered p",,8387,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz
email,19e6616c326fb4d4,2026-05-26T21:00:26Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242670698380938 is confirmed!","Yay, your Order #242670698380938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242670698380938 on 27 May 2026 04:59. We're excited for you to rece",242670698380938,3218,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=fastener,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e6616c37064cd5,2026-05-26T21:00:26Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242670698180938 is confirmed!","Yay, your Order #242670698180938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242670698180938 on 27 May 2026 04:59. We're excited for you to rece",242670698180938,5169,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e685f99455dfd8,2026-05-27T07:39:14Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
