component_group,specific_component,photo_count,video_count,date_range,stage_counts,example_files,model_groups,model_part_count,model_part_examples,model_confidence_mix,digital_twin_readiness,measurement_priority,job_status,job_action,reconciliation_status
removable_panels,returned_painted_body_trim,2,0,2026-05-23,hardware_refinish:2,20260523_224042_gp_J1g4JmyA.jpg|20260523_224101_gp_EpoF4CwQ.jpg,body,12,left_beltline_trim_front_door|left_beltline_trim_rear_tub|left_fuel_filler_outer_ring|left_rear_tub_top_flange|left_side_step_board|right_beltline_trim_front_door|right_beltline_trim_rear_tub|right_fuel_filler_outer_ring,L3 exterior material reference:6|L4 online-reference detail:2|L2 visible-detail primitive:2|L0 envelope:2,represented_needs_measurement_refinement,P1,,,
removable_panels,returned_painted_inner_panels_or_splash_shields,2,0,2026-05-23,hardware_refinish:2,20260523_222923_gp_nZMVhWQg.jpg|20260523_222939_gp_8284Aubw.jpg,body,12,left_inner_fender|left_rear_inner_wheel_tub|left_rear_tub_top_flange|left_side_step_board|rear_left_tail_lamp_inner_lens|rear_right_tail_lamp_inner_lens|right_inner_fender|right_rear_inner_wheel_tub,L3 exterior material reference:4|L0 envelope:2|L2 panel reference:2|L4 online-reference detail:2|L2 visible-detail primitive:2,represented_needs_measurement_refinement,P1,,,
windows,side_window_glass_and_channels,2,0,2026-05-17,window_refurbishment_intake:2,20260517_193956_gp_jvKqbrzA.jpg|20260517_194038_gp_WfGY4cSA.jpg,body|hard_top,12,left_door_window_glass|right_door_window_glass|left_classic_rear_quarter_window_dark_inner_inset|left_classic_rear_quarter_window_lower_shadow_arc|left_classic_rear_quarter_window_upper_glare_arc|left_front_hardtop_window|left_rear_hardtop_window|rear_left_hardtop_window,L0 envelope:3|L4 online-reference detail:3|L3 exterior material reference:3|L2 visible-detail primitive:2|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
body_exterior,front_panel_headlamp_surround,1,0,2026-04-12,hardware_refinish:1,20260412_223534.jpg,body,12,grille_panel|hood_rear_cowl_gap_shadow|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_outer_skin_lower_pressing|left_door_outer_skin_upper_pressing,L3 exterior material reference:9|L0 envelope:2|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_exterior,front_panel_lighting_mount_area,1,0,2026-04-12,removed_parts_cataloguing:1,20260412_223216.jpg,body,12,grille_panel|hood_rear_cowl_gap_shadow|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_outer_skin_lower_pressing|left_door_outer_skin_upper_pressing,L3 exterior material reference:7|L4 service-reference detail:3|L0 envelope:1|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_exterior,wing_mirror_set,1,0,2026-04-12,hardware_refinish:1,20260412_223539.jpg,body,12,left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_mirror_head|left_front_fender|left_front_fender_sloped_outer_skin|left_mirror_arm,L3 exterior material reference:8|L2 visible-detail primitive:2|L0 envelope:1|L4 gallery-shaped surface:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,rear_frame_crossmember_and_mounts,1,0,2026-04-05,underside_inspection:1,20260405_234541.jpg,chassis,12,crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear|left_crossmember_2_gusset_front,L0 envelope:6|L2 bracket reference:6,represented_needs_measurement_refinement,P1,,,
chassis_underside,rear_shock_and_crossmember_view,1,0,2026-04-05,underside_inspection:1,20260405_234811.jpg,chassis,12,crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear|left_crossmember_2_gusset_front,L2 bracket reference:7|L0 envelope:5,represented_needs_measurement_refinement,P1,,,
electrical_system,driver_footwell_firewall_pass_through,1,0,2026-03-24,stripdown_cataloguing:1,20260324_004812.jpg,body|engine_bay|interior,11,driver_side_floor_dimmer_switch|rhd_pedal_box_reinforcement|steering_column_firewall_boot|firewall|brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft,L2 service datum:4|L2 visible-detail primitive:3|L0 envelope:2|L2 routing reference:2,represented_needs_measurement_refinement,P1,,,
electrical_system,engine_input_loom_routing_context,1,0,2026-05-17,electrical_refit:1,20260517_204725_gp_y7P6qvhQ.jpg,body|engine_bay,12,left_inner_fender|right_inner_fender|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference,L2 service datum:6|L0 envelope:4|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,
electrical_system,engine_loose_connector_unassigned,1,0,2026-05-17,electrical_refit:1,20260517_204538_gp_9CERKvYA.jpg,body|engine_bay,12,left_inner_fender|right_inner_fender|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference,L2 service datum:6|L0 envelope:4|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,
electrical_system,engine_starter_solenoid_and_ground_inputs,1,0,2026-05-17,electrical_refit:1,20260517_204429_gp_yEAcUHBg.jpg,body|engine_bay,12,starter_motor|left_inner_fender|right_inner_fender|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal,L2 service datum:5|L0 envelope:4|L2 visible-detail primitive:2|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,
electrical_system,engine_unidentified_two_wire_connector,1,0,2026-05-17,electrical_refit:1,20260517_204445_gp_oaQKzDrA.jpg,body,12,hood_crowned_closed_skin|left_front_fender_rolled_upper_crown|left_front_outer_arch_rounded_skin_facet_1|left_front_outer_arch_rounded_skin_facet_2|left_front_outer_arch_rounded_skin_facet_3|left_front_outer_arch_rounded_skin_facet_4|left_front_outer_arch_rounded_skin_facet_5|left_front_outer_arch_rounded_skin_facet_6,L4 gallery-shaped surface:11|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
engine_bay,battery_side_tray_structure_context,1,0,2026-05-12,chassis_fixing:1,20260512_100100_user_battery_side_tray_structure_context.png,engine_bay,12,battery_tray_reference|battery_case|battery_negative_terminal|battery_positive_terminal|positive_battery_cable_run|air_filter|alternator_body|brake_booster,L2 service datum:6|L0 envelope:2|L2 routing reference:2|L2 visible-detail primitive:2,represented_needs_measurement_refinement,P1,,,
interior_cabin,dashboard_lower_structure,1,0,2026-03-23,stripdown_cataloguing:1,20260323_190005.jpg,interior,12,dashboard_glovebox_door|dashboard|dashboard_gauge_1|dashboard_gauge_2|dashboard_gauge_3|dashboard_gauge_4|accelerator_linkage_pivot|accelerator_pedal_arm,L2 visible-detail primitive:5|L1 visible-detail primitive:4|L2 service datum:2|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,dashboard_shell_and_bulkhead,1,0,2026-04-22,stripdown_cataloguing:1,20260422_074709_gp_o4wiXyjA.jpg,interior,12,dashboard_glovebox_door|dashboard|dashboard_gauge_1|dashboard_gauge_2|dashboard_gauge_3|dashboard_gauge_4|accelerator_linkage_pivot|accelerator_pedal_arm,L2 visible-detail primitive:5|L1 visible-detail primitive:4|L2 service datum:2|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,dashboard_shell_and_cabin,1,0,2026-04-13,stripdown_cataloguing:1,20260413_040719.jpg,interior,12,dashboard_glovebox_door|dashboard|dashboard_gauge_1|dashboard_gauge_2|dashboard_gauge_3|dashboard_gauge_4|accelerator_linkage_pivot|accelerator_pedal_arm,L2 visible-detail primitive:5|L1 visible-detail primitive:4|L2 service datum:2|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,driver_footwell_firewall_and_wiring,1,0,2026-03-21,stripdown_cataloguing:1,20260321_235600.jpg,body|interior,12,driver_side_floor_dimmer_switch|rhd_pedal_box_reinforcement|accelerator_linkage_pivot|dashboard_glovebox_door|handbrake_lever|steering_column|steering_column_firewall_boot|firewall,L2 visible-detail primitive:8|L2 service datum:2|L0 envelope:2,represented_needs_measurement_refinement,P1,,,
interior_cabin,floor_pan_rust_zones,1,0,2026-05-12,stripdown_cataloguing:1,20260512_073141_gp_xzy6KAzg.jpg,body|interior,12,floor_pan|dashboard_glovebox_door|driver_side_floor_dimmer_switch|left_front_floor_mat|rear_floor_mat|right_front_floor_mat|floor_cross_pressing_1|floor_cross_pressing_2,L2 panel rib reference:6|L2 visible-detail primitive:5|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,j40_removed_steering_column_set,1,0,2026-05-12,eps_vitz_upgrade:1,20260512_211249_gp_MFXOIt2w.jpg,body|interior,12,rhd_steering_column_dash_bracket|steering_column|steering_column_firewall_boot|steering_column_indicator_stalk|dashboard_glovebox_door|steering_wheel|steering_wheel_hub|steering_wheel_spoke_1,L2 visible-detail primitive:6|L2 service datum:2|L1 visible-detail primitive:2|L0 envelope:1|visual only:1,represented_needs_measurement_refinement,P1,,,
removable_panels,rear_hatch_inner_panel,1,0,2026-03-28,removed_parts_cataloguing:1,IMG-20260328-WA0017.jpeg,body,12,grille_panel|hood_rear_cowl_gap_shadow|left_door_outer_skin_lower_pressing|left_door_outer_skin_upper_pressing|left_door_skin_lower_recess_shadow|left_hood_side_gap_shadow|left_inner_fender|left_rear_inner_wheel_tub,L3 exterior material reference:6|L0 envelope:3|L2 panel rib reference:1|L2 panel reference:1|L4 online-reference detail:1,represented_needs_measurement_refinement,P1,,,
wheels_and_tires,wheel_and_tire_detail,1,0,2026-03-24,underside_inspection:1,20260324_004830.jpg,running_gear,12,front_left_tire|front_right_tire|rear_left_tire|rear_right_tire|front_left_hub_cap|front_left_lug_nut_1|front_left_lug_nut_2|front_left_lug_nut_3,L2 service datum:6|L0 envelope:4|L1 visible-detail primitive:1|project-photo evidence:1,represented_needs_measurement_refinement,P1,,,
wheels_and_tires,wheel_tire_neolin_mt_sidewall_rim_detail,1,0,2026-05-12,steering_brakes_suspension:1,20260512_110100_user_neolin_mt_tyre_sidewall_wheel_context.png,running_gear,12,front_left_mud_terrain_sidewall_lettering_panel|front_left_outer_rim_ring|front_left_rim_vent_slot_1|front_left_rim_vent_slot_2|front_left_rim_vent_slot_3|front_left_rim_vent_slot_4|front_left_rim_vent_slot_5|front_left_rim_vent_slot_6,L3 exterior material reference:9|project-photo evidence:1|L2 visible-detail primitive:1|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
window_hardware,rear_hatch_window_latch_mechanisms,1,0,2026-04-08,hardware_refinish:1,20260408_212832.jpg,body,12,left_door_window_bottom_frame|left_door_window_front_vertical_frame|left_door_window_glass|left_door_window_rear_vertical_frame|left_door_window_top_frame|left_hood_latch|left_hood_latch_round_pin|rear_spare_carrier_hardware_screw_1,L3 exterior material reference:10|L0 envelope:1|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,frame_rail_body_mount_and_crossmember_detail,12,0,2026-05-01,chassis_fixing:12,20260501_193533_gp_sDErdvGw.jpg|20260501_193542_gp_U7e0J0iA.jpg|20260501_193554_gp_EU4bmOlg.jpg|20260501_193603_gp_9zd2mD6w.jpg|20260501_193609_gp_f5PDj87Q.jpg|20260501_193618_gp_EFciJdww.jpg|20260501_193624_gp_ocLE7cMQ.jpg|20260501_193755_gp_cuaY6sgg.jpg,chassis,12,steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7,L4 service-reference detail:11|L2 bracket reference:1,represented_needs_dimension_check,P2,,,
chassis_underside,frame_and_mount_points,9,0,2026-04-05 to 2026-04-23,underside_inspection:9,20260405_234542_gp_hucEa1CQ.jpg|20260405_234547_gp_3iX5cWQQ.jpg|20260405_234654_gp_P3KYxxIA.jpg|20260405_234802.jpg|20260405_234812_gp_twNBeWvQ.jpg|20260405_234839.jpg|20260405_234840_gp_IoFfvLNw.jpg|20260423_232202_gp_ryYH6xZg.jpg,chassis,12,steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7,L4 service-reference detail:11|L2 bracket reference:1,represented_needs_dimension_check,P2,,,
chassis_underside,rear_axle_spring_hanger_and_crossmember,7,0,2026-04-22 to 2026-05-12,underside_inspection:3|chassis_fixing:3|steering_brakes_suspension:1,20260422_004254_gp_SplHLSYA.jpg|20260422_004257_gp_cxEZbZoQ.jpg|20260422_004301_gp_SU89hisw.jpg|20260501_194305_gp_EllBGvXA.jpg|20260501_194313_gp_lfUqLibA.jpg|20260501_194322_gp_XuRtjN4w.jpg|20260512_072755_gp_qXTHC8hw.jpg,chassis,12,left_front_fixed_spring_hanger_inner_plate|left_front_fixed_spring_hanger_outer_plate|left_front_shackle_spring_hanger_inner_plate|left_front_shackle_spring_hanger_outer_plate|left_rear_fixed_spring_hanger_inner_plate|left_rear_fixed_spring_hanger_outer_plate|left_rear_shackle_spring_hanger_inner_plate|left_rear_shackle_spring_hanger_outer_plate,L2 bracket reference:12,represented_needs_dimension_check,P2,,,
chassis_underside,frame_rail_body_mount_and_hard_line_detail,6,0,2026-04-22,underside_inspection:6,20260422_004306_gp_vGlNr2UA.jpg|20260422_004311_gp_994KQ0Pw.jpg|20260422_004323_gp_JD88KuWQ.jpg|20260422_004323_gp_JD88KuWQ_2.jpg|20260422_004332_gp_7d5uYWQQ.jpg|20260422_004332_gp_7d5uYWQQ_2.jpg,brake_system|chassis,12,front_hard_line_right_frame_run|rear_hard_line_right_frame_run|steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5,L4 service-reference detail:9|L2 routing reference:2|L2 bracket reference:1,represented_needs_dimension_check,P2,,,
roof_and_gutters,roof_gutter_and_window_channel,6,0,2026-03-23 to 2026-05-17,rust_assessment:4|removed_parts_cataloguing:1|hardware_refinish:1,20260323_210944.jpg|20260323_210954.jpg|20260323_211003.jpg|20260323_211027.jpg|20260423_183648_gp_ltd3AKwg.jpg|20260517_193305_gp_o1a6StwA.jpg,hard_top,12,left_hardtop_side_tapered_upper_skin|left_roof_drip_rail_outer_shadow|left_roof_gutter_front_end_cap|left_roof_gutter_rear_end_cap|left_roof_gutter_rivet_1|left_roof_gutter_rivet_2|left_roof_gutter_rivet_3|left_roof_gutter_rivet_4,L3 exterior material reference:11|L4 gallery-shaped surface:1,represented_needs_dimension_check,P2,,,
brake_system,front_sumitomo_disc_caliper_and_rotor_baseline,4,0,2026-05-29,brake_system_identification:4,20260529_183947_gp_lSYuESVg.jpg|20260529_183959_gp_MlRssDVA.jpg|20260529_184010_gp_3htpDpPQ.jpg|20260529_184012_gp_Q01c08NA.jpg,brake_system,12,front_left_sumitomo_disc_caliper_body|front_right_sumitomo_disc_caliper_body|front_left_disc_caliper_bridge|front_left_vented_disc_rotor|front_right_disc_caliper_bridge|front_right_vented_disc_rotor|front_left_caliper_bleeder_screw|front_left_flex_hose_to_caliper,project-photo evidence:10|L2 routing reference:1|L3 specific item reference:1,represented_needs_dimension_check,P3,,,
chassis_underside,suspension_or_linkage_mount,2,0,2026-04-11,underside_inspection:2,20260411_220207.jpg|20260411_220214.jpg,chassis,12,cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7|cab_body_mount_rubber_puck_8,L4 service-reference detail:12,represented_needs_dimension_check,P3,,,
rubbers_and_seals,window_rubber_seals_and_frames,2,0,2026-03-29,removed_parts_cataloguing:2,20260329_051754.jpg|20260329_051754_gp_YcnhIwZQ.jpg,hard_top,12,left_front_window_rubber_seal|left_hardtop_front_window_rounded_corner_1|left_hardtop_front_window_rounded_corner_2|left_hardtop_front_window_rounded_corner_3|left_hardtop_front_window_rounded_corner_4|left_hardtop_rear_window_rounded_corner_1|left_hardtop_rear_window_rounded_corner_2|left_hardtop_rear_window_rounded_corner_3,L3 exterior material reference:8|L2 visible-detail primitive:4,represented_needs_dimension_check,P3,,,
chassis_underside,body_mount_and_crossmember_detail,1,0,2026-04-05,underside_inspection:1,20260405_234546.jpg,chassis,12,cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7|cab_body_mount_rubber_puck_8,L4 service-reference detail:12,represented_needs_dimension_check,P3,,,
electrical_system,j40_electrical_wiring_diagram,1,0,2026-05-18,electrical_reference:1,J40.jpg,,0,,,photos_only_needs_model_geometry,P3,,,
removable_panels,refinished_seat_or_mount_bracket,1,0,2026-04-12,hardware_refinish:1,20260412_010623.jpg,body,12,left_hood_hinge_mount_plate|left_hood_hinge_mount_screw_front|left_hood_hinge_mount_screw_rear|left_mirror_mount_screw_1|left_mirror_mount_screw_2|left_mirror_mount_screw_3|left_mirror_mount_screw_4|left_rear_tub_top_flange,L3 exterior material reference:7|L4 service-reference detail:4|L4 online-reference detail:1,represented_needs_dimension_check,P3,,,
