component_group,specific_component,component_job_ids,photo_count,video_count,date_range,stage_counts,example_files,model_groups,model_part_count,model_part_examples,model_confidence_mix,digital_twin_readiness,measurement_priority,job_status,job_action,job_match_basis,reconciliation_status
chassis_underside,frame_floor_underside_and_lines,floor_pan|rear_fuel_tank|chassis_frame_and_crossmembers|body_mount_points_and_captive_nuts|chassis_hard_lines_and_brackets|issue_crossmember_end_thinning_check|issue_body_mount_captive_thread_repair|issue_brake_fuel_line_clip_corrosion|issue_chassis_ground_points_refresh|rear_differential_axle_inspection_20260517|brake_system_evidence_pack|rear_brake_drum_baseline|rear_brake_cable_line_refresh|brake_hydraulic_refresh_and_bias_decision|tub_refit_rubber_hardware_shim_stack,58,2,2026-03-31 to 2026-05-14,underside_inspection:55|brake_system:3,20260331_030439_gp_Hm0ga9nQ.jpg|20260331_224409.jpg|20260331_224411_gp_xotdHr5w.jpg|20260331_224415.jpg|20260331_224416_gp_HZ3sjkkA.jpg|20260331_224423.jpg|20260331_224424_gp_whE84rpw.jpg|20260331_224428.jpg,chassis,12,left_frame_rail|left_front_frame_horn_side_web|left_front_frame_horn_top_plate|left_rear_frame_horn_side_web|left_rear_frame_horn_top_plate|right_frame_rail|right_front_frame_horn_side_web|right_front_frame_horn_top_plate,L2 bracket reference:9|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,rust_damage_photo_intake_added|removed_stored|in_progress|inspection_pending|pending_work|inspection_plan_added|replacement_evidence_added|spec_population|replacement_scope_confirmed|flat_rubber_measurement_photos_added,"Inspect May 17 tub/floor rust photos by zone, probe for pinholes/thin metal, then grind/cut/fab/weld and prime immediately after each released repair.|Keep tank out during body-off lift and welding; inspect tank bay and lines before refit|Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect every body-mount pedestal and captive thread, chase/repair threads and sleeves, and define shim plan before tub refit|Inspect brake/fuel hard lines, clips, and bracket corrosion; replace weak clips/sections before final chassis coating|Gauge crossmember end-wall thickness and edge corrosion; patch/box-end only where metal loss exceeds safe section|Inspect all body-mount pedestals and captive threads; chase/repair threads, replace damaged sleeves, and define shim pack before refit|Inspect brake/fuel hard-lines under clips and bends; replace corroded clips and re-run/replace weak sections before coating|Locate frame-to-body and engine-to-chassis grounds, clean contact faces to bright metal, fit star washers, and re-protect after torque|Use the current body-off/suspension/brake access window to drain, open, inspect, and decision-gate the rear differential/axle assembly before coating, brake closeout, suspension alignment, or road validation.|Consolidate brake configuration evidence from photos, chat, and parts tables; keep the front-disc/rear-drum assessment explicit, and treat the May 29 removed booster/servo evidence as owner-confirmed replacement scope for old brake parts.|Open and identify rear drum hardware, then replace shoes, wheel cylinders, springs, adjusters, and hold-down hardware while keeping rear drums unless a measured need for rear discs appears|Replace rear parking-brake cable assemblies, rear axle hard lines, center flex hose, and line/cable retainers during the suspension/brake access window after photographing/removing the old parts as templates; keep small parking-brake attachment hardware under rear_parking_brake_attachment_hardware_20260527|Treat the hydraulic and booster system as replacement/renewal scope: replace or recreate hard lines and flex hoses, sample-match master/booster/reservoir/proportioning parts, then validate brake balance; old parts are templates only.|Use the reduced chassis-rubbers fabricator spec for quote/first article, then lock the main-tub rubber kit, separate front-support pair, hardware grade, sleeves, and shim stack by trial fit before final tub fastening",indirect|direct,direct_photo_evidence
chassis_underside,frame_rail_body_mount_and_crossmember_detail,chassis_frame_and_crossmembers|body_mount_points_and_captive_nuts|issue_crossmember_end_thinning_check|issue_body_mount_captive_thread_repair|issue_chassis_ground_points_refresh|chassis_wire_brush_status_20260501|chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|chassis_bracket_validation_release_20260508|exhaust_mockup_brackets_before_coating_20260508,12,0,2026-05-01,chassis_fixing:12,20260501_193533_gp_sDErdvGw.jpg|20260501_193542_gp_U7e0J0iA.jpg|20260501_193554_gp_EU4bmOlg.jpg|20260501_193603_gp_9zd2mD6w.jpg|20260501_193609_gp_f5PDj87Q.jpg|20260501_193618_gp_EFciJdww.jpg|20260501_193624_gp_ocLE7cMQ.jpg|20260501_193755_gp_cuaY6sgg.jpg,chassis,12,steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7,L4 service-reference detail:11|L2 bracket reference:1,represented_needs_dimension_check,P2,in_progress|inspection_pending|pending_work|pre_coating_hold|register_seeded_open|design_required|validation_required|coordination_hold,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect every body-mount pedestal and captive thread, chase/repair threads and sleeves, and define shim plan before tub refit|Gauge crossmember end-wall thickness and edge corrosion; patch/box-end only where metal loss exceeds safe section|Inspect all body-mount pedestals and captive threads; chase/repair threads, replace damaged sleeves, and define shim pack before refit|Locate frame-to-body and engine-to-chassis grounds, clean contact faces to bright metal, fit star washers, and re-protect after torque|Complete detail wire-brushing from May 1 status photos, then degrease, dry, inspect, rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Send current body-off/chassis photos to the exhaust fabricator; decide whether to mock up headers, downpipes, dual exhaust routing, and hanger tabs while access is open, then remove parts and finish any chassis hanger/bracket welding before final chassis coating",direct|indirect,direct_photo_evidence|indirect_photo_evidence_only
chassis_underside,frame_rail_body_mount_and_hard_line_detail,chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|chassis_bracket_fabrication_install_20260508|chassis_bracket_validation_release_20260508|auxiliary_chassis_tabs_and_clip_brackets_20260508|replacement_pipe_ordering_matrix,6,0,2026-04-22,underside_inspection:6,20260422_004306_gp_vGlNr2UA.jpg|20260422_004311_gp_994KQ0Pw.jpg|20260422_004323_gp_JD88KuWQ.jpg|20260422_004323_gp_JD88KuWQ_2.jpg|20260422_004332_gp_7d5uYWQQ.jpg|20260422_004332_gp_7d5uYWQQ_2.jpg,brake_system|chassis,12,front_hard_line_right_frame_run|rear_hard_line_right_frame_run|steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5,L4 service-reference detail:9|L2 routing reference:2|L2 bracket reference:1,represented_needs_dimension_check,P2,pre_coating_hold|register_seeded_open|design_required|implementation_required|validation_required|spec_population,"Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Fabricate, repair, weld, or properly bolt only released baseline brackets; trial-fit each supported part, grind/deburr welds, clean heat-affected areas, and keep threads/ground faces serviceable before primer/Raptor|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Create a station-by-station list for auxiliary tabs and clip brackets: brake/fuel line clips, harness P-clips, earth straps, exhaust hanger points, washer/overflow/ancillary supports, and any non-OEM wire-tied additions; weld/replace only required baseline tabs before coating|Maintain the curated replacement pipe matrix by vehicle location, direct pipe/location photo evidence, and recreation/order spec",direct,direct_photo_evidence
chassis_underside,front_frame_horns_bumper_and_radiator_support,chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|chassis_bracket_fabrication_install_20260508|chassis_bracket_validation_release_20260508|front_radiator_bracket_repair_20260508|front_radiator_two_side_retention_fabrication_20260508|engine_bay_mounting_scouting_pass_20260508|engine_radiator_recore_or_new_20260529,7,0,2026-04-22 to 2026-05-12,underside_inspection:6|chassis_fixing:1,20260422_004423_gp_B1N5ThVw.jpg|20260422_004423_gp_B1N5ThVw_2.jpg|20260422_004429_gp_4emWbTrA.jpg|20260422_004429_gp_4emWbTrA_2.jpg|20260422_004436_gp_yjCPMWTg.jpg|20260422_004436_gp_yjCPMWTg_2.jpg|20260512_073303_gp_hNyAiN1g.jpg,chassis,12,front_bumper|front_bumper_swept_main_face|front_left_tow_ring|front_right_tow_ring|left_frame_rail|left_front_bumper_stay_bolt_1|left_front_bumper_stay_bolt_2|left_front_bumper_stay_inner_plate,L4 service-reference detail:4|L0 envelope:2|L4 gallery-shaped surface:2|L1 visible-detail primitive:2|L2 bracket reference:2,represented_needs_measurement_refinement,P1,pre_coating_hold|register_seeded_open|design_required|implementation_required|validation_required|existing_measurements_imported_dry_fit_required|radiator_and_battery_measurements_imported_mount_template_required|amir_refurb_video_gate,"Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Fabricate, repair, weld, or properly bolt only released baseline brackets; trial-fit each supported part, grind/deburr welds, clean heat-affected areas, and keep threads/ground faces serviceable before primer/Raptor|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Replace the wire-held/one-sided radiator support condition with a two-side controlled retention setup; trial-fit radiator isolators/rubbers and fan clearance, then fit the released bolt-through saddle/post bracket before primer/Raptor|Release a serviceable right-side radiator retention bracket from the existing-side measured template: one 4 mm mild-steel formed-angle post with a 48 mm measured main face, 410 mm upright/post height, 618 mm developed main-face template length, perpendicular return flange, full-depth 58 mm top screw return carried back to the far edge of the angle section, 70 mm chassis bridge allowance, 80 mm far-side saddle leg, clean near/far lower legs with no side ears over both sides of the chassis/front-support section, a through-bolt across both legs and chassis, and a top return carrying the radiator screw. Preserve fan/shroud/hose clearance and use rubber washer/bush isolation at the screw as required.|Capture close-up/ruler photos for radiator side mounts, previous wire support path, battery tray top/side/underside supports, battery dimensions/terminal orientation, proposed MIDI/cutoff cardboard mock-up, cable exits, bonnet clearance, and the May 12 candidate upright/lower/inner pickup zones; use results to release the radiator and battery/power carrier templates|Send the old engine radiator with Amir as the master pattern; pressure-test and flow-test it, recore if tanks/brackets are sound, otherwise build a new copper/brass radiator by sample; if the bought aluminium radiator is used, dry-fit first and fabricate only a removable rubber-isolated adapter/cradle if the radiator fundamentals are correct; preserve hose necks, cap, overflow, drain, corrected mounts, shroud/fan clearance, and bench-test before refit",direct|indirect,direct_photo_evidence
chassis_underside,front_frame_horns_bumper_and_steering_area,chassis_frame_and_crossmembers|chassis_hard_lines_and_brackets|issue_steering_box_mount_crack_check|issue_crossmember_end_thinning_check|issue_brake_fuel_line_clip_corrosion|issue_chassis_ground_points_refresh|chassis_wire_brush_status_20260501|chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|chassis_bracket_fabrication_install_20260508|chassis_bracket_validation_release_20260508|auxiliary_chassis_tabs_and_clip_brackets_20260508|engine_powertrain_cleaning_20260501|eps_vitz_column_layout_measurement|eps_general_adapter_design_fabrication|eps_vitz_support_bracket_design|eps_vitz_shaft_u_joint_adaptation|suspension_upgrade_fitment_and_alignment,14,0,2026-05-01 to 2026-05-12,chassis_fixing:13|steering_brakes_suspension:1,20260501_193841_gp_ZwpHFiMA.jpg|20260501_193847_gp_uHWO7Bdw.jpg|20260501_193856_gp_M78kWBlQ.jpg|20260501_193904_gp_GgWYRulA.jpg|20260501_193915_gp_lII00tCA.jpg|20260501_193924_gp_KK717O7g.jpg|20260501_193935_gp_FPwZZHZA.jpg|20260501_193944_gp_smzZc4nw.jpg,chassis,12,right_hand_drive_steering_box|steering_box_right_frame_mount_plate|front_bumper|front_bumper_swept_main_face|front_left_tow_ring|front_right_tow_ring|left_frame_rail|left_front_bumper_stay_bolt_1,L4 service-reference detail:4|L0 envelope:2|L4 gallery-shaped surface:2|L1 visible-detail primitive:2|L2 service datum:1|L2 bracket reference:1,represented_needs_measurement_refinement,P1,in_progress|inspection_pending|pending_work|pre_coating_hold|register_seeded_open|design_required|implementation_required|validation_required|queued|planning_required|fabrication_required,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect brake/fuel hard lines, clips, and bracket corrosion; replace weak clips/sections before final chassis coating|Clean to bare metal and crack-check steering box mount plus nearby hanger weld toes; mark for plate-reinforcement if crack or elongation is found|Gauge crossmember end-wall thickness and edge corrosion; patch/box-end only where metal loss exceeds safe section|Inspect brake/fuel hard-lines under clips and bends; replace corroded clips and re-run/replace weak sections before coating|Locate frame-to-body and engine-to-chassis grounds, clean contact faces to bright metal, fit star washers, and re-protect after torque|Complete detail wire-brushing from May 1 status photos, then degrease, dry, inspect, rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Fabricate, repair, weld, or properly bolt only released baseline brackets; trial-fit each supported part, grind/deburr welds, clean heat-affected areas, and keep threads/ground faces serviceable before primer/Raptor|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Create a station-by-station list for auxiliary tabs and clip brackets: brake/fuel line clips, harness P-clips, earth straps, exhaust hanger points, washer/overflow/ancillary supports, and any non-OEM wire-tied additions; weld/replace only required baseline tabs before coating|Clean engine, gearbox, transfer, steering box, and nearby driveline with controlled degreaser/pressure-sprayer workflow; dry fully and photograph leak sources before parts decisions|Measure and photograph the J40 steering wheel position upper column angle dash support pedal clearance firewall pass-through steering-box input line donor EPS motor envelope shaft lengths controller envelope and General EPS Adapter datum points before any cutting|Design dry-fit and fabricate the removable General EPS Adapter with vehicle-side datum plate firewall doubler/spreader EPS saddle or clamp clocking/spacer plates replaceable upper/lower shaft interfaces and serviceable controller/fastener access|Design and dry-fit the General EPS Adapter support cradle as a triangulated dash/cowl/firewall structure with spreader or doubler plates where needed so motor torque is not carried by thin dash sheet metal|Adapt the EPS output to the J40 steering-box input from the General EPS Adapter datum using controlled shaft sections U-joints couplers splines or machined adapters with replaceable upper/lower interfaces correct phasing engagement and lock-to-lock clearance|Install Ironman foam cell medium suspension kit, torque-check all pivots under load, and complete alignment/road-validation cycle",direct|indirect,direct_photo_evidence
chassis_underside,full_chassis_frame_overview,,2,0,2026-04-22,underside_inspection:2,20260422_004241_gp_hASLbowg.jpg|20260422_054711_gp_V1EgU9oQ.jpg,chassis,12,left_frame_rail|left_front_frame_horn_side_web|left_front_frame_horn_top_plate|left_rear_frame_horn_side_web|left_rear_frame_horn_top_plate|right_frame_rail|right_front_frame_horn_side_web|right_front_frame_horn_top_plate,L2 bracket reference:9|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,,,,
chassis_underside,rear_axle_and_leaf_springs,chassis_frame_and_crossmembers|chassis_hard_lines_and_brackets|issue_front_spring_hanger_crack_check|issue_brake_fuel_line_clip_corrosion|rear_differential_axle_inspection_20260517|brake_system_evidence_pack|rear_brake_drum_baseline|rear_brake_cable_line_refresh|rear_parking_brake_attachment_hardware_20260527|brake_hydraulic_refresh_and_bias_decision|suspension_upgrade_spec_and_kit_lock|suspension_upgrade_fitment_and_alignment,24,0,2026-03-24 to 2026-05-14,underside_inspection:10|brake_system:9|steering_brakes_suspension:5,20260324_004815_gp_Q9G5DYGw.jpg|20260324_004832_gp_5elxVhZw.jpg|20260324_004852.jpg|20260324_004855_gp_LX6anGdw.jpg|20260324_004901.jpg|20260324_004904_gp_idPFK8Og.jpg|20260324_004906.jpg|20260324_004909_gp_IC7fzX9A.jpg,chassis,12,left_front_fixed_spring_hanger_inner_plate|left_front_fixed_spring_hanger_outer_plate|left_front_fixed_spring_pin|left_front_shackle_spring_hanger_inner_plate|left_front_shackle_spring_hanger_outer_plate|left_front_shackle_spring_pin|left_rear_fixed_spring_hanger_inner_plate|left_rear_fixed_spring_hanger_outer_plate,L2 bracket reference:8|L2 service datum:4,visual_reference_modelled,P1,in_progress|inspection_pending|pending_work|inspection_plan_added|replacement_evidence_added|spec_population|spec_controlled_purchase|replacement_scope_confirmed|closed_ordered_kit|queued,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect brake/fuel hard lines, clips, and bracket corrosion; replace weak clips/sections before final chassis coating|Inspect front spring hanger/shackle areas for crack lines, ovalized holes, and bracket deformation after cleanup|Inspect brake/fuel hard-lines under clips and bends; replace corroded clips and re-run/replace weak sections before coating|Use the current body-off/suspension/brake access window to drain, open, inspect, and decision-gate the rear differential/axle assembly before coating, brake closeout, suspension alignment, or road validation.|Consolidate brake configuration evidence from photos, chat, and parts tables; keep the front-disc/rear-drum assessment explicit, and treat the May 29 removed booster/servo evidence as owner-confirmed replacement scope for old brake parts.|Open and identify rear drum hardware, then replace shoes, wheel cylinders, springs, adjusters, and hold-down hardware while keeping rear drums unless a measured need for rear discs appears|Replace rear parking-brake cable assemblies, rear axle hard lines, center flex hose, and line/cable retainers during the suspension/brake access window after photographing/removing the old parts as templates; keep small parking-brake attachment hardware under rear_parking_brake_attachment_hardware_20260527|Handle rear parking-brake cable attachment hardware as its own spec-controlled item: clevis and equalizer pieces, clevis pins, split pins/R-clips, adjuster hardware, cable-end retaining clips, external return springs, and bracket clips. Compare the received cable package and old removed hardware before buying or fitting anything.|Treat the hydraulic and booster system as replacement/renewal scope: replace or recreate hard lines and flex hoses, sample-match master/booster/reservoir/proportioning parts, then validate brake balance; old parts are templates only.|Closed: Ironman kit path is already ordered, and geometry is treated as effectively the same as the current setup. No separate ride-height/geometry fitment lock remains.|Install Ironman foam cell medium suspension kit, torque-check all pivots under load, and complete alignment/road-validation cycle",indirect|direct,direct_photo_evidence|indirect_photo_evidence_only
chassis_underside,rear_axle_spring_hanger_and_crossmember,chassis_frame_and_crossmembers|issue_front_spring_hanger_crack_check|chassis_wire_brush_status_20260501|rear_differential_axle_inspection_20260517|rear_brake_cable_line_refresh|rear_parking_brake_attachment_hardware_20260527|suspension_upgrade_spec_and_kit_lock|suspension_upgrade_fitment_and_alignment,7,0,2026-04-22 to 2026-05-12,underside_inspection:3|chassis_fixing:3|steering_brakes_suspension:1,20260422_004254_gp_SplHLSYA.jpg|20260422_004257_gp_cxEZbZoQ.jpg|20260422_004301_gp_SU89hisw.jpg|20260501_194305_gp_EllBGvXA.jpg|20260501_194313_gp_lfUqLibA.jpg|20260501_194322_gp_XuRtjN4w.jpg|20260512_072755_gp_qXTHC8hw.jpg,chassis,12,left_front_fixed_spring_hanger_inner_plate|left_front_fixed_spring_hanger_outer_plate|left_front_shackle_spring_hanger_inner_plate|left_front_shackle_spring_hanger_outer_plate|left_rear_fixed_spring_hanger_inner_plate|left_rear_fixed_spring_hanger_outer_plate|left_rear_shackle_spring_hanger_inner_plate|left_rear_shackle_spring_hanger_outer_plate,L2 bracket reference:12,represented_needs_dimension_check,P2,in_progress|pending_work|inspection_plan_added|spec_population|spec_controlled_purchase|closed_ordered_kit|queued,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect front spring hanger/shackle areas for crack lines, ovalized holes, and bracket deformation after cleanup|Complete detail wire-brushing from May 1 status photos, then degrease, dry, inspect, rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Use the current body-off/suspension/brake access window to drain, open, inspect, and decision-gate the rear differential/axle assembly before coating, brake closeout, suspension alignment, or road validation.|Replace rear parking-brake cable assemblies, rear axle hard lines, center flex hose, and line/cable retainers during the suspension/brake access window after photographing/removing the old parts as templates; keep small parking-brake attachment hardware under rear_parking_brake_attachment_hardware_20260527|Handle rear parking-brake cable attachment hardware as its own spec-controlled item: clevis and equalizer pieces, clevis pins, split pins/R-clips, adjuster hardware, cable-end retaining clips, external return springs, and bracket clips. Compare the received cable package and old removed hardware before buying or fitting anything.|Closed: Ironman kit path is already ordered, and geometry is treated as effectively the same as the current setup. No separate ride-height/geometry fitment lock remains.|Install Ironman foam cell medium suspension kit, torque-check all pivots under load, and complete alignment/road-validation cycle",indirect|direct,direct_photo_evidence|indirect_photo_evidence_only
chassis_underside,rear_differential_carrier_and_axle_housing,rear_differential_axle_inspection_20260517,1,0,2026-05-17,mechanical_baseline:1,20260517_230500_user_rear_differential_carrier_cover.png,brake_system|chassis|running_gear,12,front_diff_pumpkin|rear_diff_pumpkin|left_parking_brake_cable_clip_2|rear_axle_brake_line|right_parking_brake_cable_clip_2|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3,L4 service-reference detail:7|L2 visible-detail primitive:2|L3 specific item reference:2|L2 routing reference:1,visual_reference_modelled,P3,inspection_plan_added,"Use the current body-off/suspension/brake access window to drain, open, inspect, and decision-gate the rear differential/axle assembly before coating, brake closeout, suspension alignment, or road validation.",direct,direct_photo_evidence
chassis_underside,rear_frame_crossmember_and_mounts,chassis_frame_and_crossmembers|issue_crossmember_end_thinning_check,1,0,2026-04-05,underside_inspection:1,20260405_234541.jpg,chassis,12,crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear|left_crossmember_2_gusset_front,L0 envelope:6|L2 bracket reference:6,represented_needs_measurement_refinement,P1,in_progress|pending_work,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Gauge crossmember end-wall thickness and edge corrosion; patch/box-end only where metal loss exceeds safe section",direct,direct_photo_evidence
